Instituicao;cod_ibge;UF;Populacao;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;198661;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;627961167,01
Prefeitura Municipal de Bertioga - SP;3506359;SP;66154;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;898939140,12
Prefeitura Municipal de Nova Granada - SP;3533007;SP;21871;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;91011675,76
Prefeitura Municipal de Bocaina - SP;3506805;SP;12571;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;71591081,16
Prefeitura Municipal de Pedreira - SP;3537107;SP;48992;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;248272599,52
Prefeitura Municipal de Estiva Gerbi - SP;3557303;SP;11507;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;72284247,28
Prefeitura Municipal de Oriente - SP;3534104;SP;6569;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;38852678,97
Prefeitura Municipal de Porto Feliz - SP;3540606;SP;53698;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;459466976,55
Prefeitura Municipal de Tapiraï¿½ - SP;3553500;SP;7725;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;50941699,05
Prefeitura Municipal de Santana da Ponte Pensa - SP;3547205;SP;1448;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;26231032,11
Prefeitura Municipal de Adamantina - SP;3500105;SP;35153;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;268875962,04
Prefeitura Municipal de Sebastianï¿½polis do Sul - SP;3551306;SP;3595;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;53935882,26
Prefeitura Municipal de Bï¿½lsamo - SP;3504800;SP;9209;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;52666268,07
Prefeitura Municipal de Nantes - SP;3532157;SP;3215;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36274256,41
Prefeitura Municipal de Itapecerica da Serra - SP;3522208;SP;179574;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;688092231,32
Prefeitura Municipal de Sï¿½o Joï¿½o de Iracema - SP;3549250;SP;1942;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;29092596,43
Prefeitura Municipal de Vargem Grande Paulista - SP;3556453;SP;54315;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;273776416,49
Prefeitura Municipal de Jandira - SP;3525003;SP;127734;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;519594344,79
Prefeitura Municipal de Caiabu - SP;3508900;SP;4195;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36114581,67
Prefeitura Municipal de ï¿½guas da Prata - SP;3500402;SP;8262;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;49185192,57
Prefeitura Municipal de Suzanï¿½polis - SP;3552551;SP;4063;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;47087668,87
Prefeitura Municipal de Engenheiro Coelho - SP;3515152;SP;21712;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;107959192,68
Prefeitura Municipal de Iporanga - SP;3521200;SP;4180;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;40050682,68
Prefeitura Municipal de Ribeirï¿½o Bonito - SP;3542909;SP;13376;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;61914414,83
Prefeitura Municipal de Embu das Artes - SP;3515004;SP;279264;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1181330078,02
Prefeitura Municipal de Itapira - SP;3522604;SP;75683;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;487708229,45
Prefeitura Municipal de Elias Fausto - SP;3514908;SP;18095;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;111739224,36
Prefeitura Municipal de Dracena - SP;3514403;SP;47287;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;217963417,7
Prefeitura Municipal de Tabapuï¿½ - SP;3552601;SP;12561;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;69922734,77
Prefeitura Municipal de Alambari - SP;3500758;SP;6231;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;41409300,99
Prefeitura Municipal de Tabatinga - SP;3552700;SP;16787;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;82921609,46
Prefeitura Municipal de Lucï¿½lia - SP;3527405;SP;22022;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;90926780,52
Prefeitura Municipal de Ribeirï¿½o Grande - SP;3543253;SP;7686;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;50504230,99
Prefeitura Municipal de Boituva - SP;3507001;SP;63310;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;370077019,38
Prefeitura Municipal de Santa Isabel - SP;3546801;SP;58529;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;245862947,04
Prefeitura Municipal de Luiziï¿½nia - SP;3527702;SP;5918;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36921096,74
Prefeitura Municipal de Novo Horizonte - SP;3533502;SP;41765;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;221346748,58
Prefeitura Municipal de Embu-Guaï¿½u - SP;3515103;SP;70402;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;239596086,37
Prefeitura Municipal de Tapiratiba - SP;3553609;SP;12940;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;70279986,49
Prefeitura Municipal de Nhandeara - SP;3532603;SP;11575;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;68063013,46
Prefeitura Municipal de Cï¿½ndido Mota - SP;3510005;SP;31410;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;200088163,74
Prefeitura Municipal de Pradï¿½polis - SP;3540903;SP;22239;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;140811739,28
Prefeitura Municipal de Nova Canaï¿½ Paulista - SP;3532843;SP;1824;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;28838620,5
Prefeitura Municipal de Aparecida d'Oeste - SP;3502606;SP;4122;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;38318237,91
Prefeitura Municipal de Amï¿½rico de Campos - SP;3501806;SP;5993;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;43060157,29
Prefeitura Municipal de Marï¿½lia - SP;3529005;SP;242249;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1347852849,78
Prefeitura Municipal de Itapuï¿½ - SP;3522901;SP;14297;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;88466295,58
Prefeitura Municipal de Santa Rosa de Viterbo - SP;3547601;SP;26960;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;119558152,23
Prefeitura Municipal de Vargem Grande do Sul - SP;3556404;SP;43368;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;209608429,4
Prefeitura Municipal de Cunha - SP;3513603;SP;21373;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;110053177,56
Prefeitura Municipal de Pracinha - SP;3540853;SP;4327;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;24499004,38
Prefeitura Municipal de Guaiï¿½ara - SP;3517208;SP;12416;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;62987061,56
Prefeitura Municipal de Taiï¿½va - SP;3553203;SP;5562;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36410860,52
Prefeitura Municipal de Sï¿½o Carlos - SP;3548906;SP;256915;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1266421165,1
Prefeitura Municipal de Angatuba - SP;3502200;SP;25724;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;142864479,21
Prefeitura Municipal de Ubirajara - SP;3555505;SP;4828;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39467997,94
Prefeitura Municipal de Pereiras - SP;3537503;SP;8875;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;46527317,99
Prefeitura Municipal de Jacupiranga - SP;3524600;SP;17911;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;92114638,34
Prefeitura Municipal de General Salgado - SP;3516903;SP;10855;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;73628950,64
Prefeitura Municipal de Nipoï¿½ - SP;3532702;SP;5381;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31421856,78
Prefeitura Municipal de Mirassolï¿½ndia - SP;3530409;SP;4966;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36386683,95
Prefeitura Municipal de Guaï¿½ra - SP;3517406;SP;41283;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;321541945,29
Prefeitura Municipal de Taciba - SP;3552908;SP;6371;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;61611037,42
Prefeitura Municipal de Panorama - SP;3535408;SP;15944;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;76467459,14
Prefeitura Municipal de Assis - SP;3504008;SP;105768;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;583846663,32
Prefeitura Municipal de Serra Azul - SP;3551405;SP;15292;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;58333033,76
Prefeitura Municipal de Marapoama - SP;3528858;SP;3097;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36774558,75
Prefeitura Municipal de Onda Verde - SP;3534005;SP;4462;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;47924997,49
Prefeitura Municipal de Louveira - SP;3527306;SP;51007;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;689155575,56
Prefeitura Municipal de Pedregulho - SP;3537008;SP;16876;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;102426377,64
Prefeitura Municipal de Pedra Bela - SP;3536802;SP;6127;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;40334265,07
Prefeitura Municipal de Paraï¿½so - SP;3535705;SP;6536;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;53705013,69
Prefeitura Municipal de Piquete - SP;3538501;SP;13495;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;68349217,8
Prefeitura Municipal de Leme - SP;3526704;SP;105273;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;556675528,29
Prefeitura Municipal de Santa Lï¿½cia - SP;3546900;SP;8889;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;38826386,67
Prefeitura Municipal de Manduri - SP;3528601;SP;9972;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;57072407,46
Prefeitura Municipal de Pereira Barreto - SP;3537404;SP;25685;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;158952096,5
Prefeitura Municipal de Zacarias - SP;3557154;SP;2784;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;41751046,39
Prefeitura Municipal de Franco da Rocha - SP;3516408;SP;158438;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;669251818,11
Prefeitura Municipal de Suzano - SP;3552502;SP;303397;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1381700998,72
Prefeitura Municipal de Flora Rica - SP;3515806;SP;1397;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;25421633,06
Prefeitura Municipal de Arujï¿½ - SP;3503901;SP;92453;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;528443048,9
Prefeitura Municipal de Trabiju - SP;3554755;SP;1752;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;24274034,57
Prefeitura Municipal de Patrocï¿½nio Paulista - SP;3536307;SP;14941;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;92313507,64
Prefeitura Municipal de Monteiro Lobato - SP;3531704;SP;4739;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36190298,69
Prefeitura Municipal de Amï¿½rico Brasiliense - SP;3501707;SP;41545;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;170812707,64
Prefeitura Municipal de Turmalina - SP;3555307;SP;1667;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31256494,12
Prefeitura Municipal de Bom Jesus dos Perdï¿½es - SP;3507100;SP;26506;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;152759369,65
Prefeitura Municipal de Itirapuï¿½ - SP;3523701;SP;6587;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32641764,02
Prefeitura Municipal de Taubatï¿½ - SP;3554102;SP;320820;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1642351807,58
Prefeitura Municipal de Socorro - SP;3552106;SP;41690;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;180245470,00
Prefeitura Municipal de Rosana - SP;3544251;SP;15929;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;147945626,36
Prefeitura Municipal de Irapuï¿½ - SP;3521507;SP;8101;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;43164475,9
Prefeitura Municipal de Boracï¿½ia - SP;3507308;SP;4913;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;41026111,62
Prefeitura Municipal de Tarabai - SP;3553906;SP;7609;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;46477798,46
Prefeitura Municipal de Santo Antï¿½nio do Pinhal - SP;3548203;SP;6843;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;51241534,11
Prefeitura Municipal de Serra Negra - SP;3551603;SP;29669;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;170885680,57
Prefeitura Municipal de Rubiï¿½cea - SP;3544400;SP;3195;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;33212147,25
Prefeitura Municipal de Pontalinda - SP;3540259;SP;4719;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32414645,48
Prefeitura Municipal de Auriflama - SP;3504206;SP;15316;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;81465067,88
Prefeitura Municipal de Pontal - SP;3540200;SP;51717;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;202393481,28
Prefeitura Municipal de Indiana - SP;3520608;SP;4873;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;30201679,8
Prefeitura Municipal de Taiaï¿½u - SP;3553104;SP;6346;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;38680582,48
Prefeitura Municipal de Ribeirï¿½o Branco - SP;3543006;SP;15984;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;84643828,9
Prefeitura Municipal de Salto Grande - SP;3545407;SP;9396;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;51955045,5
Prefeitura Municipal de Orindiï¿½va - SP;3534203;SP;7318;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;64521670,67
Prefeitura Municipal de Santa Rita do Passa Quatro - SP;3547502;SP;27641;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;150330901,17
Prefeitura Municipal de Araraquara - SP;3503208;SP;240542;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1347668243,75
Prefeitura Municipal de Valparaï¿½so - SP;3556305;SP;27154;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;147962623,81
Prefeitura Municipal de Monï¿½ï¿½es - SP;3531001;SP;2274;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;28653937,72
Prefeitura Municipal de Lorena - SP;3527207;SP;89532;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;376917089,79
Prefeitura Municipal de Conchas - SP;3512308;SP;18138;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;95312170,9
Prefeitura Municipal de Santa Cruz da Esperanï¿½a - SP;3546256;SP;2166;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;28312432,53
Prefeitura Municipal de Paulo de Faria - SP;3536604;SP;8973;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;66949175,63
Prefeitura Municipal de Populina - SP;3540408;SP;4136;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;40790214,67
Prefeitura Municipal de Sï¿½o Joï¿½o da Boa Vista - SP;3549102;SP;92315;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;596785649,54
Prefeitura Municipal de Cajati - SP;3509254;SP;28441;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;186687754,53
Prefeitura Municipal de Palmeira d'Oeste - SP;3535200;SP;9173;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;50694739,9
Prefeitura Municipal de Morro Agudo - SP;3531902;SP;33598;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;214649528,48
Prefeitura Municipal de Guzolï¿½ndia - SP;3518909;SP;5346;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;34744577,33
Prefeitura Municipal de Santo Antï¿½nio do Aracanguï¿½ - SP;3548054;SP;8541;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;82718235,88
Prefeitura Municipal de Icï¿½m - SP;3519808;SP;8363;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;75672044,05
Prefeitura Municipal de Paulicï¿½ia - SP;3536406;SP;7540;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;56933868,58
Prefeitura Municipal de Palestina - SP;3535002;SP;13285;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;79162086,21
Prefeitura Municipal de Altinï¿½polis - SP;3501004;SP;16221;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;110758436,62
Prefeitura Municipal de ï¿½lvaro de Carvalho - SP;3501400;SP;5320;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;34876537,62
Prefeitura Municipal de Campina do Monte Alegre - SP;3509452;SP;6088;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39264947,00
Prefeitura Municipal de Olï¿½mpia - SP;3533908;SP;55477;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;393123405,89
Prefeitura Municipal de Serrana - SP;3551504;SP;46166;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;237538075,38
Prefeitura Municipal de Lupï¿½rcio - SP;3527801;SP;4608;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31267186,21
Prefeitura Municipal de Mesï¿½polis - SP;3529658;SP;1903;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;26571168,38
Prefeitura Municipal de Guarani d'Oeste - SP;3518008;SP;1996;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;26517488,22
Prefeitura Municipal de Sï¿½o Josï¿½ do Rio Pardo - SP;3549706;SP;55298;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;297102441,24
Prefeitura Municipal de Juquitiba - SP;3526209;SP;31844;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;141324028,5
Prefeitura Municipal de Tremembï¿½ - SP;3554805;SP;48228;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;222877054,93
Prefeitura Municipal de Maracaï¿½ - SP;3528809;SP;14069;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;93236570,46
Prefeitura Municipal de Brotas - SP;3507902;SP;24862;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;170597226,57
Prefeitura Municipal de Guarï¿½ - SP;3517703;SP;21394;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;116371599,99
Prefeitura Municipal de Itaporanga - SP;3522802;SP;15197;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;75887846,66
Prefeitura Municipal de Torre de Pedra - SP;3554656;SP;2432;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;25634911,82
Prefeitura Municipal de Rancharia - SP;3542206;SP;29743;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;169994509,33
Prefeitura Municipal de Nova Luzitï¿½nia - SP;3533304;SP;4217;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32755567,28
Prefeitura Municipal de Campos do Jordï¿½o - SP;3509700;SP;52713;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;333121885,67
Prefeitura Municipal de Pardinho - SP;3536109;SP;6579;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;57395003,17
Prefeitura Municipal de Macaubal - SP;3528106;SP;8174;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;49090294,7
Prefeitura Municipal de Cristais Paulista - SP;3513207;SP;8803;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;50613021,73
Prefeitura Municipal de Gastï¿½o Vidigal - SP;3516804;SP;4911;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;34174558,3
Prefeitura Municipal de Itapura - SP;3523008;SP;4994;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;46528402,54
Prefeitura Municipal de Cachoeira Paulista - SP;3508603;SP;33827;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;128673823,13
Prefeitura Municipal de Brejo Alegre - SP;3507753;SP;2911;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32386700,66
Prefeitura Municipal de Taguaï¿½ - SP;3553005;SP;14415;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;71895701,66
