municipio;latitude;longitude;hospital_estadual;hospital_federal;hospital_municipal;hospital_particular;clinica_estadual;clinica_federal;clinica_municipal;clinica_particular;consultorio_total;pronto_atendimento_total;unidade_movel_total;baixissima vulnerabilidade_n_pessoas;muito baixa vulnerabilidade_n_pessoas;baixa vulnerabilidade_n_pessoas;media vulnerabilidade_n_pessoas;alta vulnerabilidade_n_pessoas;muito alta vulnerabilidade_n_pessoas;vigilancia em saude;consultas / atendimentos / acompanhamentos;diagnostico em vigilancia epidemiologica e ambiental;diagnostico em laboratorio clinico;coleta de material;tratamentos clinicos (outras especialidades);diagnostico por ultrasonografia;diagnostico por radiologia;fisioterapia;tratamentos odontologicos;diagnostico por teste rapido;terapias especializadas;diagnostico por tomografia;diagnostico por ressonancia magnetica;pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa;diagnostico por endoscopia;metodos diagnosticos em especialidades;diagnostico por anatomia patologica e citopatologia;bucomaxilofacial;diagnostico por radiologia intervencionista;anestesiologia;hemoterapia;diagnostico e procedimentos especiais em hemoterapia;diagnostico por medicina nuclear in vivo;tratamento em oncologia;tratamento em nefrologia;componente especializado da assitencia farmaceutica;orteses, proteses e materiais especiais nao relacionados ao ato cirurgico;autorizacao / regulacao;acoes coletivas / individuais em saude;acoes relacionadas ao estabelecimento;tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas;cirurgia do aparelho circulatorio;cirurgia do sistema nervoso central e periferico;parto e nascimento;medicamentos de ambito hospitalar e urgencia;cirurgia do aparelho digestivo, orgaos anexos e parede abdominal;cirurgia do sistema osteomuscular;cirurgia obstetrica;cirurgia toracica;cirurgia em oncologia;acoes relacionadas ao atendimento;cirurgia do aparelho geniturinario;cirurgia reparadora;cirurgia das vias aereas superiores, da face, da cabeca e do pescoco;cirurgia de mama;orteses, proteses e materiais especiais relacionados ao ato cirurgico;acompanhamento e intercorrencias no pre e pos-transplante;cirurgia do aparelho da visao;cirurgia de glandulas endocrinas;cirurgia em nefrologia;outras cirurgias;coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante;acoes relacionadas a doacao de orgaos e tecidos para transplante;processamento de tecidos para transplante;transplante de orgaos, tecidos e celulas;avaliacao de morte encefalica;populacao;receita_anual;ids;categoria;cluster
PONTALINDA;-20,4396;-50,5258;0;0;0;0;0;0;0;0;0;0;0;0;260;0;1942;1779;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4719;32414645.48;0.163;Crítico;3
PONTES GESTAL;-20,1727;-49,7064;0;0;0;0;0;0;0;0;1;0;0;0;495;0;0;1647;0;0;1233;10;766;7;0;0;0;0;26;242;0;0;0;2;0;8;0;13;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2576;45206528.81;0.525;Em risco;0
POPULINA;-19,9453;-50,538;0;0;1;0;0;0;0;0;3;0;0;0;701;0;3276;0;0;82;3167;3;484;590;0;29;0;0;0;147;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;958;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4136;40790214.67;0.746;Estruturado;0
PORANGABA;-23,1761;-48,1195;0;0;0;0;0;0;1;2;6;1;0;174;4706;662;2899;1763;0;24;3159;0;0;0;0;0;0;0;0;206;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10205;57947987.36;0.372;Crítico;3
PORTO FELIZ;-23,2093;-47,5251;0;0;1;0;0;0;1;16;64;1;0;1242;27962;7613;8464;8643;0;141;66130;0;23584;6830;55;895;1962;1095;1259;1825;32;299;0;405;88;692;40;218;0;107;0;0;0;0;0;0;0;0;6106;0;7;2;0;7;1;35;13;20;1;0;407;22;0;4;1;25;0;0;0;0;0;0;0;0;0;0;53698;459466976.55;0.736;Estruturado;0
PORTO FERREIRA;-21,8498;-47,487;0;0;1;0;0;0;3;14;170;1;0;337;31962;1419;6420;10534;1234;394;70838;0;4705;725;39;245;1889;3110;4465;4313;0;2;44;291;9;586;2;473;0;0;0;0;0;0;0;0;30;55270;47077;0;7;0;5;9;4;19;16;20;2;0;649;10;0;2;0;34;0;0;0;4;5;0;0;0;0;0;56848;330485858.57;0.792;Estruturado;0
POTIM;-22,8343;-45,2552;0;0;0;0;0;0;1;1;1;0;0;0;1326;1060;5906;8955;0;20;5895;0;0;0;0;165;0;1500;465;131;0;0;0;3;0;88;0;125;0;0;0;0;0;0;0;0;4;10820;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25603;92852706.59;0.264;Crítico;3
POTIRENDABA;-21,0428;-49,3815;0;0;0;1;1;0;1;2;11;0;0;0;8275;1996;1897;5865;0;55;9556;0;1790;0;0;107;575;819;82;0;0;0;0;53;0;204;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;5;0;0;0;0;92;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;17668;117558328.12;0.472;Em risco;3
PRACINHA;-21,8496;-51,0868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1419;0;0;6;714;0;0;0;0;0;0;0;0;80;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;4210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4327;24499004.38;0.364;Crítico;3
PRADOPOLIS;-21,3626;-48,0679;0;0;0;0;0;0;1;3;16;2;0;0;8365;1442;4698;2451;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22239;140811739.28;0.31;Crítico;3
PRAIA GRANDE;-24,0084;-46,4121;1;0;2;4;0;0;8;80;167;5;13;10604;181158;40299;22889;69678;21242;20;156218;0;173808;8403;1144;6924;15224;2468;376;6141;256;1845;196;210;667;5549;2491;109;0;0;73;131;137;0;2285;0;0;52400;2392;0;6;3;0;84;30;49;34;72;6;0;1474;17;0;16;1;53;0;0;1;6;4;0;0;0;0;0;336454;2315923274.89;0.611;Moderado;1
PRATANIA;-22,8112;-48,6636;0;0;0;0;0;0;1;0;1;0;0;0;350;467;1308;3001;0;8;1795;0;0;0;0;0;0;0;0;0;1;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5371;40505264.57;0.317;Crítico;3
PRESIDENTE ALVES;-22,0999;-49,4381;0;0;0;0;0;0;0;0;0;0;0;0;1091;267;2211;0;0;43;4999;0;0;186;0;0;0;0;117;515;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;1666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4067;31712602.29;0.612;Moderado;0
PRESIDENTE BERNARDES;-22,0082;-51,5565;0;0;0;1;0;0;0;5;13;9;0;0;6353;0;3828;1616;0;0;7706;0;134;166;8;0;251;0;273;502;0;0;0;63;0;64;0;32;0;0;0;0;0;0;0;0;35;0;4265;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12943;77273589.95;0.747;Estruturado;0
PRESIDENTE EPITACIO;-21,7651;-52,1111;0;0;0;1;0;0;1;3;48;0;0;438;12370;3662;13330;8567;0;0;24967;0;393;1611;56;15;767;0;1960;859;0;0;0;175;0;218;0;143;0;0;0;0;0;0;0;0;25;0;6954;0;4;0;0;5;2;15;11;9;0;0;373;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;44572;177739260.44;0.458;Em risco;3
PRESIDENTE PRUDENTE;-22,1207;-51,3925;2;0;0;12;2;0;7;98;946;4;2;12011;123970;36249;23594;27421;0;1500;92920;0;93423;2805;0;169;3084;2185;1224;3359;0;0;0;454;0;1026;0;113;0;0;0;0;0;0;0;0;57;103960;2425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231953;1065516919.35;0.726;Estruturado;1
PRESIDENTE VENCESLAU;-21,8732;-51,8447;0;0;0;1;0;0;4;0;92;0;1;1052;16743;740;10754;4935;0;161;26003;0;9258;94;2;97;572;3522;2065;1652;24;0;0;29;0;295;0;120;0;0;0;0;0;0;0;0;30;55190;13299;0;7;0;0;3;0;7;9;18;1;0;556;8;1;2;0;0;0;0;0;0;0;0;0;0;0;0;39648;206064550.41;0.726;Estruturado;0
PROMISSAO;-21,5356;-49,8599;1;0;0;0;1;0;2;3;52;0;0;0;16744;3822;6001;8249;0;824;20;0;4493;0;0;0;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41211;184266104.79;0.288;Crítico;3
QUADRA;-23,2993;-48,0547;0;0;0;0;0;0;0;0;1;0;1;0;531;843;368;1499;0;20;110;0;2289;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3902;37724877.32;0.447;Em risco;3
QUATA;-22,2456;-50,6966;0;0;0;0;0;0;1;1;21;2;0;0;5575;0;4134;3030;0;0;511;0;3674;9;0;180;0;712;0;166;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;19;0;3124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14309;99514074.37;0.501;Em risco;0
QUEIROZ;-21,7969;-50,2415;0;0;0;0;0;0;0;0;0;0;0;0;293;201;1883;755;0;3;3347;0;0;94;0;0;0;162;251;105;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;3458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3513;49975874.33;0.658;Moderado;0
QUELUZ;-22,5312;-44,7781;0;0;1;0;0;0;1;1;0;0;1;0;2981;354;916;4608;0;117;5768;0;3995;197;33;122;416;271;149;208;0;0;0;4;0;100;0;77;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13788;76116659.42;0.481;Em risco;3
QUINTANA;-22,0692;-50,307;0;0;0;0;0;0;0;0;7;1;0;0;1491;111;3281;1853;0;47;15561;0;0;34;0;0;121;625;679;848;0;0;0;10;0;0;0;291;0;0;0;0;0;0;0;0;21;4240;1066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6736;51712244.88;0.673;Moderado;0
RAFARD;-23,0105;-47,5318;0;0;0;0;0;0;0;0;1;0;0;0;5872;0;1698;1257;0;0;2949;0;3835;28;0;0;0;77;66;57;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;1510;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9126;62245547.24;0.463;Em risco;3
RANCHARIA;-22,2269;-50,893;0;0;0;1;0;0;0;6;52;0;0;0;12224;843;5512;9620;0;92;6744;0;9789;0;0;0;0;0;174;45;0;0;0;200;0;363;0;0;0;0;0;0;0;0;0;0;0;0;5024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29743;169994509.33;0.503;Em risco;0
REDENCAO DA SERRA;-23,2638;-45,5422;0;0;0;0;0;0;0;0;1;0;1;0;419;0;2754;946;0;5;3163;0;2477;28;0;0;0;158;16;137;0;0;0;4;0;33;0;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3827;36642683.12;0.636;Moderado;0
REGENTE FEIJO;-22,2181;-51,3055;0;0;0;1;0;0;0;0;20;0;1;116;9117;1158;5344;4154;0;108;6274;0;2841;0;0;0;0;1190;0;126;0;0;0;25;0;75;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20523;122873773.66;0.395;Crítico;3
REGINOPOLIS;-21,8914;-49,2268;0;0;0;0;0;0;1;0;3;0;0;0;2767;251;740;1752;0;15;2138;0;0;0;0;39;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;1544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10047;48857011.54;0.333;Crítico;3
REGISTRO;-24,4979;-47,8449;1;0;0;2;0;0;6;23;64;1;0;201;30438;1685;14616;11181;0;170;22648;0;412;2;0;0;1037;1362;560;1168;95;0;0;10;0;446;0;118;0;0;0;0;0;0;0;0;23;0;424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56463;307730919.97;0.447;Em risco;3
RESTINGA;-20,6056;-47,4833;0;0;0;0;0;0;1;0;0;1;0;0;614;0;2287;3435;0;23;4520;0;483;0;0;9;0;189;0;107;0;0;0;41;0;1;0;0;0;0;0;0;0;0;0;0;23;90;429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7762;47477925.37;0.42;Em risco;3
RIBEIRA;-24,6517;-49,0044;0;0;0;0;0;0;1;0;0;1;1;0;378;0;2300;382;0;20;1283;0;0;0;0;5;0;35;0;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3320;32714646.19;0.516;Em risco;0
RIBEIRAO BONITO;-22,0685;-48,182;0;0;0;1;0;0;1;2;25;1;0;0;3183;0;2465;5149;0;5;6822;0;3477;51;0;70;240;299;97;383;0;0;0;23;0;67;0;33;0;0;0;0;0;0;0;0;0;4800;2484;0;0;0;0;0;0;1;0;6;0;0;50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13376;61914414.83;0.633;Moderado;0
RIBEIRAO BRANCO;-24,2206;-48,7635;0;0;1;0;0;0;0;3;2;0;1;0;2166;0;6778;9216;0;114;2885;0;6171;0;0;0;0;0;0;135;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15984;84643828.9;0.311;Crítico;3
RIBEIRAO CORRENTE;-20,4579;-47,5904;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2268;2253;0;26;5276;0;0;327;0;0;0;136;144;179;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4786;44828948.12;0.595;Moderado;0
RIBEIRAO DO SUL;-22,789;-49,933;0;0;0;0;0;0;1;0;0;0;0;0;1241;222;2398;635;0;0;7650;0;0;399;0;0;11;670;515;298;0;0;0;10;0;0;0;32;0;0;0;0;0;0;0;0;0;0;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4537;38763114.44;0.65;Moderado;0
RIBEIRAO DOS INDIOS;-21,8382;-51,6103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1591;307;0;5;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;22;0;1958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2222;27138054.84;0.507;Em risco;0
RIBEIRAO GRANDE;-24,1011;-48,3679;0;0;0;0;0;0;1;1;0;0;0;0;1113;0;5837;252;0;102;46;0;0;0;0;53;0;0;38;0;0;0;0;0;0;40;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7686;50504230.99;0.22;Crítico;3
RIBEIRAO PIRES;-23,7067;-46,4058;0;0;1;1;0;0;4;36;68;1;0;910;82827;9494;9512;7218;4586;78;75881;0;43097;7547;64;1398;3674;3400;262;3862;36;517;0;167;0;2157;246;92;0;0;0;0;0;0;0;0;178;0;739;0;3;0;0;38;0;1;0;36;1;0;577;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125238;530684339.47;0.581;Em risco;0
RIBEIRAO PRETO;-21,1699;-47,8099;0;0;3;21;0;0;11;652;2095;7;22;86955;328918;165853;21899;65127;22793;1145;420512;19;249575;56047;911;3893;12740;3423;17563;15219;773;875;398;636;502;11968;1165;1472;0;119;0;4;134;861;7409;0;169;0;83246;0;27;212;71;113;530;184;297;132;73;52;6094;102;0;44;12;1553;84;11;0;24;72;7;14;0;1;2;720116;4111828964.42;0.824;Estruturado;2
RIVERSUL;-23,829;-49,429;0;0;0;0;0;0;0;0;0;1;0;0;0;342;1565;3474;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5364;37322619.3;0.181;Crítico;3
RIFAINA;-20,0803;-47,4291;0;0;0;0;0;0;2;0;0;0;0;0;1836;354;763;824;0;11;3154;0;0;9;0;0;87;176;501;186;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;22;0;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3651;52416217.35;0.738;Estruturado;0
RINCAO;-21,5894;-48,0728;0;0;0;0;0;0;1;0;5;1;0;0;2996;594;4499;927;0;0;5216;0;3;68;0;13;0;503;0;198;0;0;0;12;0;67;0;0;0;0;0;0;0;0;0;0;69;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10824;58478886.75;0.401;Crítico;3
RINOPOLIS;-21,7284;-50,7239;0;0;1;0;0;0;1;0;1;0;0;0;2091;1036;3291;2180;0;40;9141;0;641;45;1;0;289;449;161;959;0;0;0;21;0;0;0;28;0;0;0;0;0;0;0;0;21;22860;4067;0;2;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9940;55748895.91;0.626;Moderado;0
RIO CLARO;-22,3984;-47,5546;0;0;0;5;0;0;5;111;564;2;3;9027;107470;34173;14498;32976;419;2019;219921;0;69332;13504;164;1954;5805;3074;2030;7564;12;1378;474;712;249;3434;4117;280;0;30;497;530;69;469;1274;0;130;0;2894;0;17;12;7;42;12;56;91;115;18;38;2127;55;0;14;6;239;0;1;1;7;14;3;4;0;0;1;209548;1253696289.2;0.802;Estruturado;1
RIO DAS PEDRAS;-22,8417;-47,6047;0;0;0;2;0;0;1;8;72;0;0;911;20149;1583;2906;5524;0;88;32676;0;11949;432;0;0;897;0;492;929;0;0;0;133;0;453;0;29;0;0;0;0;0;0;0;0;34;5440;8351;0;0;0;0;0;0;3;0;0;0;0;175;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36233;156135625.93;0.702;Estruturado;0
RIO GRANDE DA SERRA;-23,7437;-46,3971;0;0;0;0;0;0;2;1;3;1;0;0;16366;1067;10688;10417;5166;0;20702;0;0;3124;0;0;0;112;87;4;554;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52009;144519395.57;0.275;Crítico;3
RIOLANDIA;-19,9868;-49,6836;0;0;0;1;0;0;1;1;2;0;1;0;1081;373;2573;3724;0;0;215;0;6;0;0;141;0;1481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;13380;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12856;74543699.92;0.361;Crítico;3
ROSANA;-22,5782;-53,0603;0;0;1;0;0;0;0;2;16;0;0;0;6819;564;8647;934;0;23;1635;0;9337;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15929;147945626.36;0.525;Em risco;0
ROSEIRA;-22,8938;-45,307;0;0;0;0;0;0;1;2;2;0;1;0;5494;2185;1020;2100;0;43;6938;0;0;1;0;171;1;814;19;230;0;0;0;5;0;131;0;7;0;0;0;0;0;0;0;0;0;2600;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10888;62921503.28;0.489;Em risco;3
RUBIACEA;-21,3006;-50,7296;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2015;374;0;6;2263;0;0;52;0;0;0;0;87;51;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3195;33212147.25;0.562;Em risco;0
RUBINEIA;-20,1759;-51,007;0;0;0;0;0;0;0;0;0;0;0;0;2514;661;236;0;0;23;0;0;0;0;0;0;0;322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3191;45677551.16;0.335;Crítico;3
SABINO;-21,4593;-49,5755;0;0;0;0;0;0;0;0;2;0;0;0;1034;0;3595;276;0;14;6023;0;0;203;0;0;9;0;102;146;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;19;0;1437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5638;48655677.99;0.634;Moderado;0
SAGRES;-21,8823;-50,9594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2381;0;0;0;1445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2427;27073452.76;0.395;Crítico;3
SALES;-21,3427;-49,4897;0;0;0;0;0;0;0;0;0;0;0;0;1840;812;1790;1774;0;25;11285;0;502;32;0;0;2;583;249;613;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;24010;4763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6481;55341493.01;0.605;Moderado;0
SALES OLIVEIRA;-20,7696;-47,8369;0;0;0;1;0;0;0;3;36;1;0;0;7182;1782;146;2091;0;496;815;0;7112;0;0;80;421;590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;14160;0;0;0;0;0;1;0;0;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12103;78220351.61;0.779;Estruturado;0
SALESOPOLIS;-23,5288;-45,8465;0;0;0;1;0;0;1;0;3;0;1;0;4977;509;6065;3110;0;57;6837;0;3786;544;2;172;598;303;0;354;0;0;0;43;0;192;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17363;87839510.8;0.409;Em risco;3
SALMOURAO;-21,6267;-50,8614;0;0;0;0;0;0;0;0;0;0;0;0;597;0;2182;1830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5372;30392264.45;0.143;Crítico;3
SALTINHO;-22,8442;-47,6754;0;0;0;0;0;0;1;0;3;0;0;0;7414;0;599;0;0;1026;17552;0;3665;409;2;96;299;281;429;1020;0;0;1;196;0;292;0;27;0;15;0;0;0;0;0;0;0;5560;3239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8498;53997548.55;0.663;Moderado;0
SALTO;-23,1996;-47,2931;0;0;1;0;0;0;28;21;167;0;1;4251;91889;20750;9234;7240;335;393;55469;0;29383;2452;65;1811;5159;3431;367;705;60;435;33;239;187;697;261;103;0;42;18;34;0;0;0;0;0;93700;1517;0;5;3;2;29;55;43;34;44;5;0;856;18;0;7;2;74;0;0;0;2;19;0;0;0;0;0;120779;615165606.53;0.66;Moderado;0
SALTO DE PIRAPORA;-23,6474;-47,5743;0;0;1;1;0;0;6;5;50;0;0;824;18954;6652;10021;6155;0;80;26647;0;19733;126;0;178;1565;829;126;760;0;0;0;0;79;308;0;41;0;0;16;0;0;0;0;0;0;14840;626;0;2;6;1;9;0;61;1;9;0;0;87;72;0;0;0;6;0;0;0;0;0;0;0;0;0;0;46285;239092440.87;0.641;Moderado;0
SALTO GRANDE;-22,8894;-49,9831;0;0;0;1;0;0;0;0;1;0;0;0;1702;0;2537;4493;0;258;6930;0;4113;161;6;88;731;195;756;158;0;0;0;13;0;2;39;78;0;0;4;4;0;0;0;0;0;14610;3386;0;0;0;0;0;0;6;0;6;0;0;22;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9396;51955045.5;0.557;Em risco;0
SANDOVALINA;-22,4551;-51,7648;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1893;1539;0;21;0;0;0;1592;0;0;0;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4405;58706557.54;0.388;Crítico;3
SANTA ADELIA;-21,2427;-48,8063;0;0;0;1;0;0;2;1;23;0;0;0;8140;201;2665;2781;0;161;17215;0;5052;703;0;258;369;131;246;1324;54;0;0;19;0;120;0;56;0;0;0;0;0;0;0;0;25;28730;2557;0;0;5;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15639;80851614.28;0.693;Estruturado;0
SANTA ALBERTINA;-20,0311;-50,7297;0;0;0;0;0;0;0;0;3;0;1;0;2736;0;2615;864;0;31;2799;0;3594;0;0;0;0;0;0;76;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6036;58879812.79;0.595;Moderado;0
SANTA BARBARA D'OESTE;-22,7553;-47,4143;0;0;0;0;0;0;0;0;0;0;0;4927;129130;22481;13011;13052;0;416;184141;0;61019;10713;170;829;11181;1722;3979;8348;142;556;243;287;25;2689;12;831;0;0;0;0;0;0;1365;0;86;10510;12016;0;7;4;3;39;59;87;68;53;27;0;2362;41;0;6;0;95;0;1;1;20;8;0;0;0;0;0;195278;841403957.56;0.561;Em risco;1
