cod_ibge;grupo_ipvs;n_pessoas;n_domicilios;n_setores
MIRANDOPOLIS;Muito Baixa Vulnerabilidade;12795;4971;38
MIRANDOPOLIS;Baixa Vulnerabilidade;400;177;3
MIRANDOPOLIS;Média Vulnerabilidade;8853;3398;26
MIRANDOPOLIS;Alta Vulnerabilidade;1183;429;2
MIRANTE DO PARANAPANEMA;Muito Baixa Vulnerabilidade;2421;994;6
MIRANTE DO PARANAPANEMA;Média Vulnerabilidade;11124;4278;26
MIRANTE DO PARANAPANEMA;Alta Vulnerabilidade;2030;748;5
MIRASSOL;Baixíssima Vulnerabilidade;4750;1537;6
MIRASSOL;Muito Baixa Vulnerabilidade;37600;13881;64
MIRASSOL;Baixa Vulnerabilidade;8202;3061;12
MIRASSOL;Média Vulnerabilidade;7693;2929;16
MIRASSOL;Alta Vulnerabilidade;4611;1675;6
MIRASSOLANDIA;Muito Baixa Vulnerabilidade;1559;572;5
MIRASSOLANDIA;Baixa Vulnerabilidade;595;229;2
MIRASSOLANDIA;Média Vulnerabilidade;683;262;1
MIRASSOLANDIA;Alta Vulnerabilidade;1668;606;5
MOCOCA;Baixíssima Vulnerabilidade;984;358;2
MOCOCA;Muito Baixa Vulnerabilidade;39619;14742;77
MOCOCA;Baixa Vulnerabilidade;3622;1332;8
MOCOCA;Média Vulnerabilidade;14290;5222;31
MOCOCA;Alta Vulnerabilidade;7990;2760;17
MOGI DAS CRUZES;Baixíssima Vulnerabilidade;31990;11546;74
MOGI DAS CRUZES;Muito Baixa Vulnerabilidade;225316;80689;441
MOGI DAS CRUZES;Baixa Vulnerabilidade;41553;16023;87
MOGI DAS CRUZES;Média Vulnerabilidade;45244;15356;107
MOGI DAS CRUZES;Alta Vulnerabilidade;86611;28618;149
MOGI DAS CRUZES;Muito Alta Vulnerabilidade;17486;5621;38
MOGI GUACU;Baixíssima Vulnerabilidade;4883;1831;6
MOGI GUACU;Muito Baixa Vulnerabilidade;100742;36782;187
MOGI GUACU;Baixa Vulnerabilidade;12251;4606;21
MOGI GUACU;Média Vulnerabilidade;21469;7163;40
MOGI GUACU;Alta Vulnerabilidade;12180;3978;20
MOGI MIRIM;Baixíssima Vulnerabilidade;5230;1849;7
MOGI MIRIM;Muito Baixa Vulnerabilidade;53594;20286;102
MOGI MIRIM;Baixa Vulnerabilidade;10585;4044;15
MOGI MIRIM;Média Vulnerabilidade;12188;4210;18
MOGI MIRIM;Alta Vulnerabilidade;9532;3118;13
MOMBUCA;Muito Baixa Vulnerabilidade;1163;417;4
MOMBUCA;Alta Vulnerabilidade;2460;782;3
MONCOES;Muito Baixa Vulnerabilidade;299;130;1
MONCOES;Média Vulnerabilidade;1368;560;5
MONCOES;Alta Vulnerabilidade;119;45;1
MONGAGUA;Baixíssima Vulnerabilidade;150;62;1
MONGAGUA;Muito Baixa Vulnerabilidade;27765;10517;91
MONGAGUA;Baixa Vulnerabilidade;3069;1093;10
MONGAGUA;Média Vulnerabilidade;15724;5578;33
MONGAGUA;Alta Vulnerabilidade;11761;4073;23
MONTE ALEGRE DO SUL;Baixíssima Vulnerabilidade;107;45;1
MONTE ALEGRE DO SUL;Muito Baixa Vulnerabilidade;5245;1997;16
MONTE ALEGRE DO SUL;Baixa Vulnerabilidade;640;231;1
MONTE ALEGRE DO SUL;Média Vulnerabilidade;1632;600;5
MONTE ALEGRE DO SUL;Alta Vulnerabilidade;875;325;3
MONTE ALTO;Baixíssima Vulnerabilidade;200;75;1
MONTE ALTO;Muito Baixa Vulnerabilidade;29287;11283;71
MONTE ALTO;Baixa Vulnerabilidade;2907;1087;7
MONTE ALTO;Média Vulnerabilidade;10489;3976;21
MONTE ALTO;Alta Vulnerabilidade;4130;1482;8
MONTE APRAZIVEL;Muito Baixa Vulnerabilidade;13941;5470;27
MONTE APRAZIVEL;Baixa Vulnerabilidade;1232;461;3
MONTE APRAZIVEL;Média Vulnerabilidade;3689;1420;9
MONTE APRAZIVEL;Alta Vulnerabilidade;3322;1279;7
MONTE AZUL PAULISTA;Baixíssima Vulnerabilidade;606;225;1
MONTE AZUL PAULISTA;Muito Baixa Vulnerabilidade;8495;3252;22
MONTE AZUL PAULISTA;Baixa Vulnerabilidade;1093;387;2
MONTE AZUL PAULISTA;Média Vulnerabilidade;5703;2117;11
MONTE AZUL PAULISTA;Alta Vulnerabilidade;2050;726;4
MONTE CASTELO;Muito Baixa Vulnerabilidade;1151;446;4
MONTE CASTELO;Média Vulnerabilidade;2892;1122;6
MONTEIRO LOBATO;Muito Baixa Vulnerabilidade;1636;641;7
MONTEIRO LOBATO;Média Vulnerabilidade;2401;893;10
MONTE MOR;Muito Baixa Vulnerabilidade;21500;7739;40
MONTE MOR;Baixa Vulnerabilidade;6033;2097;10
MONTE MOR;Média Vulnerabilidade;18740;6413;28
MONTE MOR;Alta Vulnerabilidade;17778;5951;27
MORRO AGUDO;Muito Baixa Vulnerabilidade;11537;4167;23
MORRO AGUDO;Baixa Vulnerabilidade;2381;819;4
MORRO AGUDO;Média Vulnerabilidade;6129;2229;11
MORRO AGUDO;Alta Vulnerabilidade;7201;2593;14
MORUNGABA;Muito Baixa Vulnerabilidade;5183;1860;12
MORUNGABA;Baixa Vulnerabilidade;2301;814;5
MORUNGABA;Média Vulnerabilidade;2921;1000;4
MORUNGABA;Alta Vulnerabilidade;2672;932;5
MOTUCA;Muito Baixa Vulnerabilidade;1290;462;4
MOTUCA;Baixa Vulnerabilidade;100;37;1
MOTUCA;Média Vulnerabilidade;2263;783;4
MURUTINGA DO SUL;Muito Baixa Vulnerabilidade;2047;817;4
MURUTINGA DO SUL;Média Vulnerabilidade;1246;503;4
MURUTINGA DO SUL;Alta Vulnerabilidade;419;160;1
NANTES;Muito Baixa Vulnerabilidade;457;167;2
NANTES;Média Vulnerabilidade;1659;653;3
NANTES;Alta Vulnerabilidade;401;159;1
NARANDIBA;Muito Baixa Vulnerabilidade;2184;765;7
NARANDIBA;Baixa Vulnerabilidade;190;66;1
NARANDIBA;Média Vulnerabilidade;1336;530;3
NARANDIBA;Alta Vulnerabilidade;1864;643;4
NATIVIDADE DA SERRA;Muito Baixa Vulnerabilidade;910;367;3
NATIVIDADE DA SERRA;Média Vulnerabilidade;3390;1398;15
NATIVIDADE DA SERRA;Alta Vulnerabilidade;2507;994;7
NAZARE PAULISTA;Muito Baixa Vulnerabilidade;2258;841;8
NAZARE PAULISTA;Baixa Vulnerabilidade;1690;626;4
NAZARE PAULISTA;Média Vulnerabilidade;8481;3202;35
NAZARE PAULISTA;Alta Vulnerabilidade;4790;1692;13
NEVES PAULISTA;Muito Baixa Vulnerabilidade;6590;2548;12
NEVES PAULISTA;Média Vulnerabilidade;2949;1118;7
NHANDEARA;Muito Baixa Vulnerabilidade;5561;2321;12
NHANDEARA;Baixa Vulnerabilidade;564;210;2
NHANDEARA;Média Vulnerabilidade;3067;1286;5
NHANDEARA;Alta Vulnerabilidade;393;136;1
NIPOA;Muito Baixa Vulnerabilidade;1081;397;2
NIPOA;Média Vulnerabilidade;3030;1121;6
NIPOA;Alta Vulnerabilidade;637;243;1
NOVA ALIANCA;Muito Baixa Vulnerabilidade;4050;1508;8
NOVA ALIANCA;Baixa Vulnerabilidade;879;328;1
NOVA ALIANCA;Média Vulnerabilidade;1588;600;3
NOVA CAMPINA;Baixíssima Vulnerabilidade;498;177;1
NOVA CAMPINA;Baixa Vulnerabilidade;1020;341;2
NOVA CAMPINA;Média Vulnerabilidade;1577;557;6
NOVA CAMPINA;Alta Vulnerabilidade;5205;1774;14
NOVA CANAA PAULISTA;Muito Baixa Vulnerabilidade;524;217;3
NOVA CANAA PAULISTA;Média Vulnerabilidade;1345;544;5
NOVA CANAA PAULISTA;Alta Vulnerabilidade;125;44;1
NOVA CASTILHO;Muito Baixa Vulnerabilidade;546;214;2
NOVA CASTILHO;Média Vulnerabilidade;350;123;1
NOVA EUROPA;Muito Baixa Vulnerabilidade;3224;1211;7
NOVA EUROPA;Média Vulnerabilidade;2705;976;6
NOVA EUROPA;Alta Vulnerabilidade;3227;1135;7
NOVA GRANADA;Muito Baixa Vulnerabilidade;7656;2911;21
NOVA GRANADA;Baixa Vulnerabilidade;405;135;1
NOVA GRANADA;Média Vulnerabilidade;8139;3100;21
NOVA GRANADA;Alta Vulnerabilidade;2711;964;6
NOVA GUATAPORANGA;Muito Baixa Vulnerabilidade;221;85;2
NOVA GUATAPORANGA;Média Vulnerabilidade;1313;529;3
NOVA GUATAPORANGA;Alta Vulnerabilidade;539;220;1
NOVA INDEPENDENCIA;Muito Baixa Vulnerabilidade;804;284;2
NOVA INDEPENDENCIA;Baixa Vulnerabilidade;922;332;2
NOVA INDEPENDENCIA;Média Vulnerabilidade;1355;519;3
NOVA INDEPENDENCIA;Alta Vulnerabilidade;799;282;2
NOVAIS;Muito Baixa Vulnerabilidade;1407;486;3
NOVAIS;Média Vulnerabilidade;1482;550;4
NOVAIS;Alta Vulnerabilidade;1477;540;3
NOVA LUZITANIA;Muito Baixa Vulnerabilidade;737;300;1
NOVA LUZITANIA;Média Vulnerabilidade;1657;663;4
NOVA LUZITANIA;Alta Vulnerabilidade;250;95;1
NOVA ODESSA;Baixíssima Vulnerabilidade;1776;570;4
NOVA ODESSA;Muito Baixa Vulnerabilidade;41442;14885;97
NOVA ODESSA;Baixa Vulnerabilidade;16118;5848;33
NOVA ODESSA;Média Vulnerabilidade;1331;455;3
NOVA ODESSA;Alta Vulnerabilidade;735;267;2
NOVO HORIZONTE;Baixíssima Vulnerabilidade;291;107;1
NOVO HORIZONTE;Muito Baixa Vulnerabilidade;18411;7145;42
NOVO HORIZONTE;Baixa Vulnerabilidade;3121;1146;6
NOVO HORIZONTE;Média Vulnerabilidade;9350;3639;25
NOVO HORIZONTE;Alta Vulnerabilidade;6519;2495;13
NUPORANGA;Muito Baixa Vulnerabilidade;5866;2137;15
NUPORANGA;Baixa Vulnerabilidade;310;106;1
NUPORANGA;Média Vulnerabilidade;958;360;2
OCAUCU;Muito Baixa Vulnerabilidade;1443;559;3
OCAUCU;Média Vulnerabilidade;605;237;3
OCAUCU;Alta Vulnerabilidade;2221;802;6
OLEO;Muito Baixa Vulnerabilidade;1188;462;5
OLEO;Média Vulnerabilidade;141;64;1
OLEO;Alta Vulnerabilidade;953;362;3
OLIMPIA;Baixíssima Vulnerabilidade;1493;581;3
OLIMPIA;Muito Baixa Vulnerabilidade;30147;11478;57
OLIMPIA;Baixa Vulnerabilidade;4337;1545;8
OLIMPIA;Média Vulnerabilidade;5906;2219;13
OLIMPIA;Alta Vulnerabilidade;12321;4334;20
ONDA VERDE;Muito Baixa Vulnerabilidade;1067;394;5
ONDA VERDE;Baixa Vulnerabilidade;783;279;1
ONDA VERDE;Média Vulnerabilidade;2916;1030;6
ORIENTE;Muito Baixa Vulnerabilidade;3332;1219;6
ORIENTE;Média Vulnerabilidade;1724;609;4
ORIENTE;Alta Vulnerabilidade;666;248;1
ORINDIUVA;Muito Baixa Vulnerabilidade;2998;1069;7
ORINDIUVA;Baixa Vulnerabilidade;917;319;2
ORINDIUVA;Média Vulnerabilidade;1052;367;3
ORINDIUVA;Alta Vulnerabilidade;981;343;2
ORLANDIA;Muito Baixa Vulnerabilidade;21881;7993;41
ORLANDIA;Baixa Vulnerabilidade;2666;926;4
ORLANDIA;Média Vulnerabilidade;8501;2888;17
ORLANDIA;Alta Vulnerabilidade;4965;1670;9
OSASCO;Baixíssima Vulnerabilidade;41382;15887;91
OSASCO;Muito Baixa Vulnerabilidade;340654;125650;698
OSASCO;Baixa Vulnerabilidade;127824;47252;249
OSASCO;Média Vulnerabilidade;46895;16357;90
OSASCO;Alta Vulnerabilidade;70637;24260;129
OSASCO;Muito Alta Vulnerabilidade;95953;31297;196
OSCAR BRESSANE;Média Vulnerabilidade;516;227;1
OSCAR BRESSANE;Alta Vulnerabilidade;1534;575;3
OSVALDO CRUZ;Baixíssima Vulnerabilidade;216;76;1
OSVALDO CRUZ;Muito Baixa Vulnerabilidade;14734;5843;31
OSVALDO CRUZ;Baixa Vulnerabilidade;2917;1127;7
OSVALDO CRUZ;Média Vulnerabilidade;8239;3273;18
OSVALDO CRUZ;Alta Vulnerabilidade;3218;1196;5
OURINHOS;Baixíssima Vulnerabilidade;2924;1139;9
OURINHOS;Muito Baixa Vulnerabilidade;50447;19116;148
OURINHOS;Baixa Vulnerabilidade;10338;3940;28
OURINHOS;Média Vulnerabilidade;17891;6285;43
OURINHOS;Alta Vulnerabilidade;21243;7249;51
OUROESTE;Muito Baixa Vulnerabilidade;3888;1494;11
OUROESTE;Baixa Vulnerabilidade;882;317;2
OUROESTE;Média Vulnerabilidade;3374;1389;8
OUROESTE;Alta Vulnerabilidade;2102;830;5
OURO VERDE;Muito Baixa Vulnerabilidade;465;180;3
OURO VERDE;Baixa Vulnerabilidade;753;266;1
OURO VERDE;Média Vulnerabilidade;4144;1578;11
OURO VERDE;Alta Vulnerabilidade;2184;812;5
PACAEMBU;Muito Baixa Vulnerabilidade;5848;2329;11
PACAEMBU;Média Vulnerabilidade;3231;1243;8
PACAEMBU;Alta Vulnerabilidade;227;87;1
PALESTINA;Muito Baixa Vulnerabilidade;3174;1292;9
PALESTINA;Baixa Vulnerabilidade;1179;419;4
PALESTINA;Média Vulnerabilidade;4510;1771;14
PALESTINA;Alta Vulnerabilidade;2358;890;6
PALMARES PAULISTA;Muito Baixa Vulnerabilidade;2685;971;5
PALMARES PAULISTA;Baixa Vulnerabilidade;505;173;1
PALMARES PAULISTA;Média Vulnerabilidade;700;242;2
PALMARES PAULISTA;Alta Vulnerabilidade;5653;2015;11
PALMEIRA D'OESTE;Muito Baixa Vulnerabilidade;2826;1144;12
PALMEIRA D'OESTE;Baixa Vulnerabilidade;605;252;2
PALMEIRA D'OESTE;Média Vulnerabilidade;3451;1409;11
PALMEIRA D'OESTE;Alta Vulnerabilidade;1848;673;4
PALMITAL;Muito Baixa Vulnerabilidade;11861;4585;22
PALMITAL;Baixa Vulnerabilidade;546;197;1
PALMITAL;Média Vulnerabilidade;4802;1745;10
PALMITAL;Alta Vulnerabilidade;1671;592;3
PANORAMA;Muito Baixa Vulnerabilidade;3262;1255;10
PANORAMA;Baixa Vulnerabilidade;1376;488;3
PANORAMA;Média Vulnerabilidade;4903;1802;10
PANORAMA;Alta Vulnerabilidade;5328;1917;9
PARAGUACU PAULISTA;Muito Baixa Vulnerabilidade;18509;7098;39
PARAGUACU PAULISTA;Baixa Vulnerabilidade;2311;893;6
PARAGUACU PAULISTA;Média Vulnerabilidade;9688;3608;23
PARAGUACU PAULISTA;Alta Vulnerabilidade;8756;3013;14
PARAIBUNA;Muito Baixa Vulnerabilidade;5394;2053;18
PARAIBUNA;Baixa Vulnerabilidade;358;156;1
PARAIBUNA;Média Vulnerabilidade;7453;2821;25
PARAIBUNA;Alta Vulnerabilidade;3723;1316;9
PARAISO;Muito Baixa Vulnerabilidade;3332;1232;7
PARAISO;Média Vulnerabilidade;2335;884;6
PARAISO;Alta Vulnerabilidade;432;152;1
PARANAPANEMA;Baixíssima Vulnerabilidade;523;198;3
PARANAPANEMA;Muito Baixa Vulnerabilidade;4719;1637;10
PARANAPANEMA;Baixa Vulnerabilidade;3271;1205;9
PARANAPANEMA;Média Vulnerabilidade;4172;1560;13
PARANAPANEMA;Alta Vulnerabilidade;6067;2026;15
PARANAPUA;Muito Baixa Vulnerabilidade;782;300;3
PARANAPUA;Baixa Vulnerabilidade;779;293;2
PARANAPUA;Média Vulnerabilidade;1330;529;2
PARANAPUA;Alta Vulnerabilidade;1076;392;2
PARAPUA;Muito Baixa Vulnerabilidade;2633;1067;9
PARAPUA;Média Vulnerabilidade;4830;1862;14
PARAPUA;Alta Vulnerabilidade;2409;926;7
PARDINHO;Baixíssima Vulnerabilidade;333;141;1
PARDINHO;Muito Baixa Vulnerabilidade;1703;595;7
PARDINHO;Baixa Vulnerabilidade;702;248;2
PARDINHO;Média Vulnerabilidade;2184;751;5
PARDINHO;Alta Vulnerabilidade;2024;709;4
PARIQUERA-ACU;Baixíssima Vulnerabilidade;766;313;1
PARIQUERA-ACU;Muito Baixa Vulnerabilidade;3520;1348;7
PARIQUERA-ACU;Baixa Vulnerabilidade;1135;392;2
PARIQUERA-ACU;Média Vulnerabilidade;10632;3720;20
PARIQUERA-ACU;Alta Vulnerabilidade;2365;831;5
PARISI;Muito Baixa Vulnerabilidade;392;139;1
PARISI;Média Vulnerabilidade;1777;714;2
PARISI;Alta Vulnerabilidade;721;255;1
PATROCINIO PAULISTA;Muito Baixa Vulnerabilidade;4607;1665;12
PATROCINIO PAULISTA;Baixa Vulnerabilidade;2114;743;5
PATROCINIO PAULISTA;Média Vulnerabilidade;4121;1359;9
PATROCINIO PAULISTA;Alta Vulnerabilidade;3445;1193;7
PAULICEIA;Muito Baixa Vulnerabilidade;1307;508;4
PAULICEIA;Baixa Vulnerabilidade;638;235;3
PAULICEIA;Média Vulnerabilidade;640;250;2
PAULICEIA;Alta Vulnerabilidade;4893;1755;13
PAULINIA;Baixíssima Vulnerabilidade;22530;7599;40
PAULINIA;Muito Baixa Vulnerabilidade;59852;20849;99
PAULINIA;Baixa Vulnerabilidade;18223;6401;32
PAULINIA;Média Vulnerabilidade;5156;1596;7
PAULINIA;Alta Vulnerabilidade;3880;1271;4
PAULISTANIA;Muito Baixa Vulnerabilidade;481;178;2
PAULISTANIA;Média Vulnerabilidade;829;327;2
PAULISTANIA;Alta Vulnerabilidade;678;225;2
PAULO DE FARIA;Muito Baixa Vulnerabilidade;1088;466;4
PAULO DE FARIA;Média Vulnerabilidade;4206;1714;10
PAULO DE FARIA;Alta Vulnerabilidade;1786;699;5
PEDERNEIRAS;Muito Baixa Vulnerabilidade;23956;8634;50
PEDERNEIRAS;Baixa Vulnerabilidade;3237;1135;6
PEDERNEIRAS;Média Vulnerabilidade;9544;3182;19
PEDERNEIRAS;Alta Vulnerabilidade;7128;2374;12
PEDERNEIRAS;Muito Alta Vulnerabilidade;152;58;1
PEDRA BELA;Muito Baixa Vulnerabilidade;880;336;3
PEDRA BELA;Baixa Vulnerabilidade;518;192;1
PEDRA BELA;Média Vulnerabilidade;5128;1934;17
PEDRANOPOLIS;Muito Baixa Vulnerabilidade;1667;647;5
PEDRANOPOLIS;Média Vulnerabilidade;964;365;4
PEDREGULHO;Muito Baixa Vulnerabilidade;4417;1663;15
PEDREGULHO;Baixa Vulnerabilidade;93;37;1
PEDREGULHO;Média Vulnerabilidade;7695;2738;18
PEDREGULHO;Alta Vulnerabilidade;3243;1119;7
PEDREIRA;Baixíssima Vulnerabilidade;324;114;1
PEDREIRA;Muito Baixa Vulnerabilidade;18865;7068;41
PEDREIRA;Baixa Vulnerabilidade;6420;2423;13
PEDREIRA;Média Vulnerabilidade;7066;2529;13
PEDREIRA;Alta Vulnerabilidade;9943;3476;15
PEDRINHAS PAULISTA;Muito Baixa Vulnerabilidade;1987;753;4
PEDRINHAS PAULISTA;Alta Vulnerabilidade;814;310;1
PEDRO DE TOLEDO;Muito Baixa Vulnerabilidade;1674;636;4
PEDRO DE TOLEDO;Média Vulnerabilidade;6891;2358;17
PEDRO DE TOLEDO;Alta Vulnerabilidade;2312;789;6
PENAPOLIS;Baixíssima Vulnerabilidade;852;312;2
PENAPOLIS;Muito Baixa Vulnerabilidade;32771;12745;68
PENAPOLIS;Baixa Vulnerabilidade;6804;2522;13
PENAPOLIS;Média Vulnerabilidade;13223;5029;28
PENAPOLIS;Alta Vulnerabilidade;7375;2454;13
PEREIRA BARRETO;Muito Baixa Vulnerabilidade;9026;3595;20
PEREIRA BARRETO;Baixa Vulnerabilidade;1745;673;3
PEREIRA BARRETO;Média Vulnerabilidade;10249;3876;18
PEREIRA BARRETO;Alta Vulnerabilidade;2568;905;5
PEREIRAS;Muito Baixa Vulnerabilidade;2938;1096;7
PEREIRAS;Média Vulnerabilidade;3593;1283;11
PEREIRAS;Alta Vulnerabilidade;1920;635;4
PERUIBE;Baixíssima Vulnerabilidade;349;131;2
PERUIBE;Muito Baixa Vulnerabilidade;31084;12103;94
PERUIBE;Baixa Vulnerabilidade;2699;975;5
PERUIBE;Média Vulnerabilidade;14503;5191;29
PERUIBE;Alta Vulnerabilidade;17843;6090;30
PERUIBE;Muito Alta Vulnerabilidade;277;87;1
PIACATU;Muito Baixa Vulnerabilidade;719;291;3
PIACATU;Média Vulnerabilidade;3397;1299;8
PIACATU;Alta Vulnerabilidade;1234;430;3
PIEDADE;Muito Baixa Vulnerabilidade;19924;7237;51
PIEDADE;Baixa Vulnerabilidade;1448;542;3
PIEDADE;Média Vulnerabilidade;21168;7650;62
PIEDADE;Alta Vulnerabilidade;9646;3386;20
PILAR DO SUL;Muito Baixa Vulnerabilidade;12117;4277;24
PILAR DO SUL;Baixa Vulnerabilidade;198;68;1
PILAR DO SUL;Média Vulnerabilidade;8365;2931;20
PILAR DO SUL;Alta Vulnerabilidade;6830;2286;10
PINDAMONHANGABA;Baixíssima Vulnerabilidade;5941;2080;12
PINDAMONHANGABA;Muito Baixa Vulnerabilidade;89135;32265;194
PINDAMONHANGABA;Baixa Vulnerabilidade;23960;8783;46
PINDAMONHANGABA;Média Vulnerabilidade;13685;4481;31
PINDAMONHANGABA;Alta Vulnerabilidade;31057;9954;53
PINDAMONHANGABA;Muito Alta Vulnerabilidade;148;48;1
PINDORAMA;Muito Baixa Vulnerabilidade;7973;3060;21
PINDORAMA;Baixa Vulnerabilidade;832;297;2
PINDORAMA;Média Vulnerabilidade;4934;1815;11
PINDORAMA;Alta Vulnerabilidade;487;189;1
PINHALZINHO;Muito Baixa Vulnerabilidade;6995;2579;25
PINHALZINHO;Baixa Vulnerabilidade;1720;647;4
PINHALZINHO;Média Vulnerabilidade;2899;1112;11
PINHALZINHO;Alta Vulnerabilidade;2935;1075;8
PIQUEROBI;Muito Baixa Vulnerabilidade;660;261;2
PIQUEROBI;Média Vulnerabilidade;2138;860;4
PIQUEROBI;Alta Vulnerabilidade;320;114;1
PIQUETE;Muito Baixa Vulnerabilidade;9191;3425;21
PIQUETE;Baixa Vulnerabilidade;398;158;1
PIQUETE;Média Vulnerabilidade;2589;893;7
PIRACAIA;Muito Baixa Vulnerabilidade;10505;3943;26
PIRACAIA;Baixa Vulnerabilidade;1426;528;4
PIRACAIA;Média Vulnerabilidade;8285;3051;23
PIRACAIA;Alta Vulnerabilidade;4381;1515;10
PIRACICABA;Baixíssima Vulnerabilidade;28197;11066;64
PIRACICABA;Muito Baixa Vulnerabilidade;222635;82719;448
PIRACICABA;Baixa Vulnerabilidade;81278;32029;150
PIRACICABA;Média Vulnerabilidade;28080;9383;55
PIRACICABA;Alta Vulnerabilidade;47140;15715;73
PIRACICABA;Muito Alta Vulnerabilidade;9633;3424;19
PIRAJU;Muito Baixa Vulnerabilidade;13731;5291;30
PIRAJU;Baixa Vulnerabilidade;3916;1530;8
PIRAJU;Média Vulnerabilidade;8085;2898;16
PIRAJU;Alta Vulnerabilidade;3148;1148;6
PIRAJUI;Muito Baixa Vulnerabilidade;9070;3640;19
PIRAJUI;Baixa Vulnerabilidade;1309;507;3
PIRAJUI;Média Vulnerabilidade;3253;1275;8
PIRAJUI;Alta Vulnerabilidade;5011;1891;8
PIRANGI;Muito Baixa Vulnerabilidade;5201;1979;12
PIRANGI;Baixa Vulnerabilidade;1248;456;2
PIRANGI;Média Vulnerabilidade;3782;1390;8
PIRANGI;Alta Vulnerabilidade;521;169;1
PIRAPORA DO BOM JESUS;Muito Baixa Vulnerabilidade;2085;781;4
PIRAPORA DO BOM JESUS;Baixa Vulnerabilidade;1234;407;3
PIRAPORA DO BOM JESUS;Média Vulnerabilidade;3101;1043;6
PIRAPORA DO BOM JESUS;Alta Vulnerabilidade;8716;2898;11
PIRAPORA DO BOM JESUS;Muito Alta Vulnerabilidade;2972;901;6
PIRAPOZINHO;Muito Baixa Vulnerabilidade;16514;6080;29
PIRAPOZINHO;Baixa Vulnerabilidade;1412;492;3
PIRAPOZINHO;Média Vulnerabilidade;5245;1927;10
PIRAPOZINHO;Alta Vulnerabilidade;1966;681;3
PIRASSUNUNGA;Baixíssima Vulnerabilidade;2302;856;4
PIRASSUNUNGA;Muito Baixa Vulnerabilidade;42100;16403;80
PIRASSUNUNGA;Baixa Vulnerabilidade;7377;2894;15
PIRASSUNUNGA;Média Vulnerabilidade;9271;3164;16
PIRASSUNUNGA;Alta Vulnerabilidade;10478;3645;16
PIRATININGA;Baixíssima Vulnerabilidade;2122;697;3
PIRATININGA;Muito Baixa Vulnerabilidade;10154;3611;18
PIRATININGA;Média Vulnerabilidade;2273;777;5
PITANGUEIRAS;Muito Baixa Vulnerabilidade;13050;4751;28
PITANGUEIRAS;Baixa Vulnerabilidade;2213;816;4
PITANGUEIRAS;Média Vulnerabilidade;6499;2300;14
PITANGUEIRAS;Alta Vulnerabilidade;11720;3988;22
PLANALTO;Muito Baixa Vulnerabilidade;367;150;1
PLANALTO;Média Vulnerabilidade;2700;1013;7
PLANALTO;Alta Vulnerabilidade;1319;482;3
PLATINA;Muito Baixa Vulnerabilidade;285;119;2
PLATINA;Média Vulnerabilidade;1774;660;4
PLATINA;Alta Vulnerabilidade;826;305;2
POA;Muito Baixa Vulnerabilidade;58700;20114;123
POA;Baixa Vulnerabilidade;15566;5408;30
POA;Média Vulnerabilidade;12344;4212;25
POA;Alta Vulnerabilidade;14713;4889;27
POA;Muito Alta Vulnerabilidade;2003;665;6
POLONI;Muito Baixa Vulnerabilidade;1900;725;5
POLONI;Baixa Vulnerabilidade;601;216;1
POLONI;Média Vulnerabilidade;2558;1015;5
POLONI;Alta Vulnerabilidade;472;197;1
POMPEIA;Baixíssima Vulnerabilidade;160;53;1
POMPEIA;Muito Baixa Vulnerabilidade;13657;4981;28
POMPEIA;Baixa Vulnerabilidade;2132;765;4
POMPEIA;Média Vulnerabilidade;1195;450;3
POMPEIA;Alta Vulnerabilidade;2740;954;7
PONGAI;Muito Baixa Vulnerabilidade;1859;780;6
PONGAI;Média Vulnerabilidade;1520;576;5
PONTAL;Muito Baixa Vulnerabilidade;10490;3820;21
PONTAL;Baixa Vulnerabilidade;3204;1165;7
PONTAL;Média Vulnerabilidade;5299;1834;10
PONTAL;Alta Vulnerabilidade;17652;6174;31
PONTALINDA;Muito Baixa Vulnerabilidade;260;103;1
PONTALINDA;Média Vulnerabilidade;1942;718;5
PONTALINDA;Alta Vulnerabilidade;1779;676;5
PONTES GESTAL;Muito Baixa Vulnerabilidade;495;197;1
PONTES GESTAL;Alta Vulnerabilidade;1647;667;3
POPULINA;Muito Baixa Vulnerabilidade;701;284;3
POPULINA;Média Vulnerabilidade;3276;1281;9
PORANGABA;Baixíssima Vulnerabilidade;174;66;1
PORANGABA;Muito Baixa Vulnerabilidade;4706;1829;17
PORANGABA;Baixa Vulnerabilidade;662;255;1
PORANGABA;Média Vulnerabilidade;2899;1039;7
PORANGABA;Alta Vulnerabilidade;1763;628;6
PORTO FELIZ;Baixíssima Vulnerabilidade;1242;429;3
PORTO FELIZ;Muito Baixa Vulnerabilidade;27962;9550;41
PORTO FELIZ;Baixa Vulnerabilidade;7613;2778;12
PORTO FELIZ;Média Vulnerabilidade;8464;2705;13
PORTO FELIZ;Alta Vulnerabilidade;8643;2819;17
PORTO FERREIRA;Baixíssima Vulnerabilidade;337;119;1
PORTO FERREIRA;Muito Baixa Vulnerabilidade;31962;11970;53
PORTO FERREIRA;Baixa Vulnerabilidade;1419;536;2
PORTO FERREIRA;Média Vulnerabilidade;6420;2231;11
PORTO FERREIRA;Alta Vulnerabilidade;10534;3576;12
PORTO FERREIRA;Muito Alta Vulnerabilidade;1234;375;2
POTIM;Muito Baixa Vulnerabilidade;1326;455;2
