municipio;nome;latitude;longitude;capital;codigo_uf;siafi_id;ddd;fuso_horario
;Arara;-6,82813;-35,7552;;25;1917;83;America/Sao_Paulo
;Araranguá;-28,9356;-49,4918;;42;8027;48;America/Sao_Paulo
ARARAQUARA;Araraquara;-21,7845;-48,178;;35;6163;16;America/Sao_Paulo
ARARAS;Araras;-22,3572;-47,3842;;35;6165;19;America/Sao_Paulo
;Ararendá;-4,74567;-40,831;;23;989;88;America/Sao_Paulo
;Arari;-3,45214;-44,7665;;21;719;98;America/Sao_Paulo
;Araricá;-29,6168;-50,9291;;43;952;51;America/Sao_Paulo
;Araripe;-7,21319;-40,1359;;23;1325;88;America/Sao_Paulo
;Araripina;-7,57073;-40,494;;26;2321;87;America/Sao_Paulo
;Araruama;-22,8697;-42,3326;;33;5803;22;America/Sao_Paulo
;Araruna;-23,9315;-52,5021;;41;7431;44;America/Sao_Paulo
;Araruna;-6,54848;-35,7498;;25;1919;83;America/Sao_Paulo
;Arataca;-15,2651;-39,419;;29;3073;73;America/Sao_Paulo
;Aratiba;-27,3978;-52,2975;;43;8517;54;America/Sao_Paulo
;Aratuba;-4,41229;-39,0471;;23;1327;85;America/Sao_Paulo
;Aratuípe;-13,0716;-39,0038;;29;3345;75;America/Sao_Paulo
;Arauá;-11,2614;-37,6201;;28;3107;79;America/Sao_Paulo
;Araucária;-25,5859;-49,4047;;41;7435;41;America/Sao_Paulo
;Araújos;-19,9405;-45,1671;;31;4077;37;America/Sao_Paulo
;Araxá;-19,5902;-46,9438;;31;4079;34;America/Sao_Paulo
;Arceburgo;-21,359;-46,9401;;31;4081;35;America/Sao_Paulo
ARCO-IRIS;Arco-Íris;-21,7728;-50,466;;35;790;14;America/Sao_Paulo
;Arcos;-20,2863;-45,5373;;31;4083;37;America/Sao_Paulo
;Arcoverde;-8,41519;-37,0577;;26;2323;87;America/Sao_Paulo
;Areado;-21,3572;-46,1421;;31;4085;35;America/Sao_Paulo
;Areal;-22,2283;-43,1118;;33;2925;24;America/Sao_Paulo
AREALVA;Arealva;-22,031;-48,9135;;35;6167;14;America/Sao_Paulo
;Areia;-6,96396;-35,6977;;25;1921;83;America/Sao_Paulo
;Areia Branca;-4,95254;-37,1252;;24;1621;84;America/Sao_Paulo
;Areia Branca;-10,758;-37,3251;;28;3109;79;America/Sao_Paulo
;Areia de Baraúnas;-7,11702;-36,9404;;25;448;83;America/Sao_Paulo
;Areial;-7,04789;-35,9313;;25;1923;83;America/Sao_Paulo
AREIAS;Areias;-22,5786;-44,6992;;35;6169;12;America/Sao_Paulo
AREIOPOLIS;Areiópolis;-22,6672;-48,6681;;35;6171;14;America/Sao_Paulo
;Arenápolis;-14,4472;-56,8437;;51;9025;65;America/Porto_Velho
;Arenópolis;-16,3837;-51,5563;;52;9671;64;America/Sao_Paulo
;Arês;-6,18831;-35,1608;;24;1623;84;America/Sao_Paulo
;Argirita;-21,6083;-42,8292;;31;4087;32;America/Sao_Paulo
;Aricanduva;-17,8666;-42,5533;;31;568;33;America/Sao_Paulo
;Arinos;-15,9187;-46,1043;;31;4089;38;America/Sao_Paulo
;Aripuanã;-10,1723;-59,4568;;51;9027;66;America/Porto_Velho
;Ariquemes;-9,90571;-63,0325;;11;7;69;America/Porto_Velho
ARIRANHA;Ariranha;-21,1872;-48,7904;;35;6173;17;America/Sao_Paulo
;Ariranha do Ivaí;-24,3857;-51,5839;;41;832;43;America/Sao_Paulo
;Armação dos Búzios;-22,7528;-41,8846;;33;770;22;America/Sao_Paulo
;Armazém;-28,2448;-49,0215;;42;8029;48;America/Sao_Paulo
;Arneiroz;-6,3165;-40,1653;;23;1329;88;America/Sao_Paulo
;Aroazes;-6,11022;-41,7822;;22;1017;89;America/Sao_Paulo
;Aroeiras;-7,54473;-35,7066;;25;1925;83;America/Sao_Paulo
;Aroeiras do Itaim;-7,24502;-41,5325;;22;1188;89;America/Sao_Paulo
;Arraial;-6,65075;-42,5418;;22;1019;89;America/Sao_Paulo
;Arraial do Cabo;-22,9774;-42,0267;;33;5927;22;America/Sao_Paulo
;Arraias;-12,9287;-46,9359;;17;9247;63;America/Sao_Paulo
;Arroio do Meio;-29,4014;-51,9557;;43;8519;51;America/Sao_Paulo
;Arroio do Padre;-31,4389;-52,4246;;43;1122;53;America/Sao_Paulo
;Arroio do Sal;-29,5439;-49,8895;;43;8489;51;America/Sao_Paulo
;Arroio do Tigre;-29,3348;-53,0966;;43;8523;51;America/Sao_Paulo
;Arroio dos Ratos;-30,0875;-51,7275;;43;8521;51;America/Sao_Paulo
;Arroio Grande;-32,2327;-53,0862;;43;8525;53;America/Sao_Paulo
;Arroio Trinta;-26,9257;-51,3407;;42;8031;49;America/Sao_Paulo
ARTUR NOGUEIRA;Artur Nogueira;-22,5727;-47,1727;;35;6175;19;America/Sao_Paulo
;Aruanã;-14,9166;-51,075;;52;9249;62;America/Sao_Paulo
ARUJA;Arujá;-23,3965;-46,32;;35;6177;11;America/Sao_Paulo
;Arvoredo;-27,0748;-52,4543;;42;5599;49;America/Sao_Paulo
;Arvorezinha;-28,8737;-52,1781;;43;8527;51;America/Sao_Paulo
;Ascurra;-26,9548;-49,3783;;42;8033;47;America/Sao_Paulo
ASPASIA;Aspásia;-20,16;-50,728;;35;2981;17;America/Sao_Paulo
;Assaí;-23,3697;-50,8459;;41;7437;43;America/Sao_Paulo
;Assaré;-6,8669;-39,8689;;23;1331;88;America/Sao_Paulo
ASSIS;Assis;-22,66;-50,4183;;35;6179;18;America/Sao_Paulo
;Assis Brasil;-10,9298;-69,5738;;12;157;68;America/Rio_Branco
;Assis Chateaubriand;-24,4168;-53,5213;;41;7953;44;America/Sao_Paulo
;Assunção;-7,07231;-36,725;;25;450;83;America/Sao_Paulo
;Assunção do Piauí;-5,865;-41,0389;;22;270;86;America/Sao_Paulo
;Astolfo Dutra;-21,3184;-42,8572;;31;4091;32;America/Sao_Paulo
;Astorga;-23,2318;-51,6668;;41;7439;44;America/Sao_Paulo
;Atalaia;-23,1517;-52,0551;;41;7441;44;America/Sao_Paulo
;Atalaia;-9,5119;-36,0086;;27;2707;82;America/Sao_Paulo
;Atalaia do Norte;-4,37055;-70,1967;;13;205;97;America/Rio_Branco
;Atalanta;-27,4219;-49,7789;;42;8035;47;America/Sao_Paulo
;Ataléia;-18,0438;-41,1149;;31;4093;33;America/Sao_Paulo
ATIBAIA;Atibaia;-23,1171;-46,5563;;35;6181;11;America/Sao_Paulo
;Atilio Vivacqua;-20,913;-41,1986;;32;5613;28;America/Sao_Paulo
;Augustinópolis;-5,46863;-47,8863;;17;9685;63;America/Sao_Paulo
;Augusto Corrêa;-1,05109;-46,6147;;15;417;91;America/Sao_Paulo
;Augusto de Lima;-18,0997;-44,2655;;31;4095;38;America/Sao_Paulo
;Augusto Pestana;-28,5172;-53,9883;;43;8529;55;America/Sao_Paulo
;Augusto Severo (Campo Grande);-5,86206;-37,3135;;24;1625;84;America/Sao_Paulo
;Áurea;-27,6936;-52,0505;;43;8487;54;America/Sao_Paulo
;Aurelino Leal;-14,321;-39,329;;29;3347;73;America/Sao_Paulo
AURIFLAMA;Auriflama;-20,6836;-50,5572;;35;6183;17;America/Sao_Paulo
;Aurilândia;-16,6773;-50,4641;;52;9251;64;America/Sao_Paulo
;Aurora;-6,93349;-38,9742;;23;1333;88;America/Sao_Paulo
;Aurora;-27,3098;-49,6295;;42;8037;47;America/Sao_Paulo
;Aurora do Pará;-2,14898;-47,5677;;15;389;91;America/Sao_Paulo
;Aurora do Tocantins;-12,7105;-46,4076;;17;9253;63;America/Sao_Paulo
;Autazes;-3,58574;-59,1256;;13;207;92;America/Porto_Velho
AVAI;Avaí;-22,1514;-49,3356;;35;6185;14;America/Sao_Paulo
AVANHANDAVA;Avanhandava;-21,4584;-49,9509;;35;6187;18;America/Sao_Paulo
AVARE;Avaré;-23,1067;-48,9251;;35;6189;14;America/Sao_Paulo
;Aveiro;-3,60841;-55,3199;;15;419;93;America/Sao_Paulo
;Avelino Lopes;-10,1345;-43,9563;;22;1021;89;America/Sao_Paulo
;Avelinópolis;-16,4672;-49,7579;;52;9255;64;America/Sao_Paulo
;Axixá;-2,83939;-44,062;;21;721;98;America/Sao_Paulo
;Axixá do Tocantins;-5,61275;-47,7701;;17;9257;63;America/Sao_Paulo
;Babaçulândia;-7,20923;-47,7613;;17;9259;63;America/Sao_Paulo
;Bacabal;-4,22447;-44,7832;;21;723;99;America/Sao_Paulo
;Bacabeira;-2,96452;-44,3164;;21;116;98;America/Sao_Paulo
;Bacuri;-1,6965;-45,1328;;21;725;98;America/Sao_Paulo
;Bacurituba;-2,71;-44,7329;;21;118;98;America/Sao_Paulo
BADY BASSITT;Bady Bassitt;-20,9197;-49,4385;;35;6191;17;America/Sao_Paulo
;Baependi;-21,957;-44,8874;;31;4097;35;America/Sao_Paulo
;Bagé;-31,3297;-54,0999;;43;8531;53;America/Sao_Paulo
;Bagre;-1,90057;-50,1987;;15;421;91;America/Sao_Paulo
;Baía da Traição;-6,69209;-34,9381;;25;1929;83;America/Sao_Paulo
;Baía Formosa;-6,37161;-35,0033;;24;1627;84;America/Sao_Paulo
;Baianópolis;-12,3016;-44,5388;;29;3349;77;America/Sao_Paulo
;Baião;-2,79021;-49,6694;;15;423;91;America/Sao_Paulo
;Baixa Grande;-11,9519;-40,169;;29;3351;74;America/Sao_Paulo
;Baixa Grande do Ribeiro;-7,84903;-45,219;;22;2245;89;America/Sao_Paulo
;Baixio;-6,71945;-38,7134;;23;1335;88;America/Sao_Paulo
;Baixo Guandu;-19,5213;-41,0109;;32;5615;27;America/Sao_Paulo
BALBINOS;Balbinos;-21,8963;-49,3619;;35;6193;14;America/Sao_Paulo
;Baldim;-19,2832;-43,9613;;31;4099;31;America/Sao_Paulo
;Baliza;-16,1966;-52,5393;;52;9261;64;America/Sao_Paulo
;Balneário Arroio do Silva;-28,9806;-49,4237;;42;888;48;America/Sao_Paulo
;Balneário Barra do Sul;-26,4597;-48,6123;;42;5549;47;America/Sao_Paulo
;Balneário Camboriú;-26,9926;-48,6352;;42;8039;47;America/Sao_Paulo
;Balneário Gaivota;-29,1527;-49,5841;;42;890;48;America/Sao_Paulo
;Balneário Piçarras;-26,7639;-48,6717;;42;8251;47;America/Sao_Paulo
;Balneário Pinhal;-30,2419;-50,2337;;43;954;51;America/Sao_Paulo
;Balneário Rincão;-28,8314;-49,2352;;42;1192;48;America/Sao_Paulo
;Balsa Nova;-25,5804;-49,6291;;41;7443;41;America/Sao_Paulo
BALSAMO;Bálsamo;-20,7348;-49,5865;;35;6195;17;America/Sao_Paulo
;Balsas;-7,53214;-46,0372;;21;727;99;America/Sao_Paulo
;Bambuí;-20,0166;-45,9754;;31;4101;37;America/Sao_Paulo
;Banabuiú;-5,30454;-38,9132;;23;1233;88;America/Sao_Paulo
BANANAL;Bananal;-22,6819;-44,3281;;35;6197;12;America/Sao_Paulo
;Bananeiras;-6,74775;-35,6246;;25;1931;83;America/Sao_Paulo
;Bandeira;-15,8783;-40,5622;;31;4103;33;America/Sao_Paulo
;Bandeira do Sul;-21,7308;-46,3833;;31;4105;35;America/Sao_Paulo
;Bandeirante;-26,7705;-53,6413;;42;892;49;America/Sao_Paulo
;Bandeirantes;-19,9275;-54,3585;;50;9029;67;America/Porto_Velho
;Bandeirantes;-23,1078;-50,3704;;41;7445;43;America/Sao_Paulo
;Bandeirantes do Tocantins;-7,75612;-48,5836;;17;74;63;America/Sao_Paulo
;Bannach;-7,34779;-50,3959;;15;42;94;America/Sao_Paulo
;Banzaê;-10,5788;-38,6212;;29;3261;75;America/Sao_Paulo
;Barão;-29,3725;-51,4949;;43;8485;51;America/Sao_Paulo
BARAO DE ANTONINA;Barão de Antonina;-23,6284;-49,5634;;35;6201;15;America/Sao_Paulo
;Barão de Cocais;-19,9389;-43,4755;;31;4107;31;America/Sao_Paulo
;Barão de Cotegipe;-27,6208;-52,3798;;43;8533;54;America/Sao_Paulo
;Barão de Grajaú;-6,74463;-43,0261;;21;729;99;America/Sao_Paulo
;Barão de Melgaço;-16,2067;-55,9623;;51;9031;65;America/Porto_Velho
;Barão de Monte Alto;-21,2444;-42,2372;;31;4109;32;America/Sao_Paulo
;Barão do Triunfo;-30,3891;-51,7384;;43;5771;51;America/Sao_Paulo
;Baraúna;-5,06977;-37,6129;;24;3003;84;America/Sao_Paulo
;Baraúna;-6,63484;-36,2601;;25;452;83;America/Sao_Paulo
;Barbacena;-21,2214;-43,7703;;31;4111;32;America/Sao_Paulo
;Barbalha;-7,2982;-39,3021;;23;1337;88;America/Sao_Paulo
BARBOSA;Barbosa;-21,2657;-49,9518;;35;6199;18;America/Sao_Paulo
;Barbosa Ferraz;-24,0334;-52,004;;41;7447;44;America/Sao_Paulo
;Barcarena;-1,51187;-48,6195;;15;425;91;America/Sao_Paulo
;Barcelona;-5,94284;-35,9247;;24;1629;84;America/Sao_Paulo
;Barcelos;-0,983373;-62,9311;;13;209;97;America/Porto_Velho
BARIRI;Bariri;-22,073;-48,7438;;35;6203;14;America/Sao_Paulo
;Barra;-11,0859;-43,1459;;29;3353;74;America/Sao_Paulo
;Barra Bonita;-26,654;-53,44;;42;894;49;America/Sao_Paulo
BARRA BONITA;Barra Bonita;-22,4909;-48,5583;;35;6205;14;America/Sao_Paulo
;Barra D'Alcântara;-6,51645;-42,1146;;22;272;89;America/Sao_Paulo
;Barra da Estiva;-13,6237;-41,3347;;29;3355;77;America/Sao_Paulo
;Barra de Guabiraba;-8,42075;-35,6585;;26;2325;81;America/Sao_Paulo
;Barra de Santa Rosa;-6,71816;-36,0671;;25;1933;83;America/Sao_Paulo
;Barra de Santana;-7,51809;-35,9913;;25;454;83;America/Sao_Paulo
;Barra de Santo Antônio;-9,4023;-35,5101;;27;2709;82;America/Sao_Paulo
;Barra de São Francisco;-18,7548;-40,8965;;32;5617;27;America/Sao_Paulo
;Barra de São Miguel;-7,74603;-36,3209;;25;1935;83;America/Sao_Paulo
;Barra de São Miguel;-9,83842;-35,9057;;27;2711;82;America/Sao_Paulo
;Barra do Bugres;-15,0702;-57,1878;;51;9033;65;America/Porto_Velho
BARRA DO CHAPEU;Barra do Chapéu;-24,4722;-49,0238;;35;2997;15;America/Sao_Paulo
;Barra do Choça;-14,8654;-40,5791;;29;3357;77;America/Sao_Paulo
;Barra do Corda;-5,49682;-45,2485;;21;731;99;America/Sao_Paulo
;Barra do Garças;-15,8804;-52,264;;51;9035;66;America/Porto_Velho
;Barra do Guarita;-27,1927;-53,7109;;43;6069;55;America/Sao_Paulo
;Barra do Jacaré;-23,116;-50,1842;;41;7451;43;America/Sao_Paulo
;Barra do Mendes;-11,81;-42,059;;29;3359;74;America/Sao_Paulo
;Barra do Ouro;-7,69593;-47,6776;;17;76;63;America/Sao_Paulo
;Barra do Piraí;-22,4715;-43,8269;;33;5805;24;America/Sao_Paulo
;Barra do Quaraí;-30,2029;-57,5497;;43;956;55;America/Sao_Paulo
;Barra do Ribeiro;-30,2939;-51,3014;;43;8537;51;America/Sao_Paulo
;Barra do Rio Azul;-27,4069;-52,4084;;43;5959;54;America/Sao_Paulo
;Barra do Rocha;-14,2;-39,5991;;29;3361;73;America/Sao_Paulo
BARRA DO TURVO;Barra do Turvo;-24,759;-48,5013;;35;6207;15;America/Sao_Paulo
;Barra dos Coqueiros;-10,8996;-37,0323;;28;3111;79;America/Sao_Paulo
;Barra Funda;-27,9205;-53,0391;;43;5943;54;America/Sao_Paulo
;Barra Longa;-20,2869;-43,0402;;31;4113;31;America/Sao_Paulo
;Barra Mansa;-22,5481;-44,1752;;33;5807;24;America/Sao_Paulo
;Barra Velha;-26,637;-48,6933;;42;8041;47;America/Sao_Paulo
;Barracão;-27,6739;-51,4585;;43;8535;54;America/Sao_Paulo
;Barracão;-26,2502;-53,6324;;41;7449;49;America/Sao_Paulo
;Barras;-4,24468;-42,2922;;22;1023;86;America/Sao_Paulo
;Barreira;-4,28921;-38,6429;;23;1235;85;America/Sao_Paulo
;Barreiras;-12,1439;-44,9968;;29;3363;77;America/Sao_Paulo
;Barreiras do Piauí;-9,9296;-45,4702;;22;1025;89;America/Sao_Paulo
;Barreirinha;-2,79886;-57,0679;;13;211;92;America/Porto_Velho
;Barreirinhas;-2,75863;-42,8232;;21;733;98;America/Sao_Paulo
;Barreiros;-8,81605;-35,1832;;26;2327;81;America/Sao_Paulo
BARRETOS;Barretos;-20,5531;-48,5698;;35;6209;17;America/Sao_Paulo
BARRINHA;Barrinha;-21,1864;-48,1636;;35;6211;16;America/Sao_Paulo
;Barro;-7,17188;-38,7741;;23;1339;88;America/Sao_Paulo
;Barro Alto;-11,7605;-41,9054;;29;3075;74;America/Sao_Paulo
;Barro Alto;-14,9658;-48,9086;;52;9263;62;America/Sao_Paulo
;Barro Duro;-5,81673;-42,5147;;22;1027;86;America/Sao_Paulo
;Barro Preto;-14,7948;-39,476;;29;3365;73;America/Sao_Paulo
;Barrocas;-11,5272;-39,0776;;29;1110;75;America/Sao_Paulo
;Barrolândia;-9,83404;-48,7252;;17;9693;63;America/Sao_Paulo
;Barroquinha;-3,02051;-41,1358;;23;1237;88;America/Sao_Paulo
;Barros Cassal;-29,0947;-52,5836;;43;8539;54;America/Sao_Paulo
;Barroso;-21,1907;-43,972;;31;4117;32;America/Sao_Paulo
BARUERI;Barueri;-23,5057;-46,879;;35;6213;11;America/Sao_Paulo
BASTOS;Bastos;-21,921;-50,7357;;35;6215;14;America/Sao_Paulo
;Bataguassu;-21,7159;-52,4221;;50;9037;67;America/Porto_Velho
;Batalha;-4,0223;-42,0787;;22;1029;86;America/Sao_Paulo
;Batalha;-9,6742;-37,133;;27;2713;82;America/Sao_Paulo
BATATAIS;Batatais;-20,8929;-47,5921;;35;6217;16;America/Sao_Paulo
;Batayporã;-22,2944;-53,2705;;50;9039;67;America/Porto_Velho
;Baturité;-4,32598;-38,8812;;23;1341;85;America/Sao_Paulo
BAURU;Bauru;-22,3246;-49,0871;;35;6219;14;America/Sao_Paulo
;Bayeux;-7,1238;-34,9293;;25;1937;83;America/Sao_Paulo
BEBEDOURO;Bebedouro;-20,9491;-48,4791;;35;6221;17;America/Sao_Paulo
;Beberibe;-4,17741;-38,1271;;23;1343;85;America/Sao_Paulo
;Bela Cruz;-3,04996;-40,1671;;23;1345;88;America/Sao_Paulo
;Bela Vista;-22,1073;-56,5263;;50;9041;67;America/Porto_Velho
;Bela Vista da Caroba;-25,8842;-53,6725;;41;834;46;America/Sao_Paulo
;Bela Vista de Goiás;-16,9693;-48,9513;;52;9265;62;America/Sao_Paulo
;Bela Vista de Minas;-19,8302;-43,0922;;31;4119;31;America/Sao_Paulo
;Bela Vista do Maranhão;-3,72618;-45,3075;;21;122;98;America/Sao_Paulo
;Bela Vista do Paraíso;-22,9937;-51,1927;;41;7453;43;America/Sao_Paulo
;Bela Vista do Piauí;-7,98809;-41,8675;;22;274;89;America/Sao_Paulo
;Bela Vista do Toldo;-26,2746;-50,4664;;42;896;47;America/Sao_Paulo
;Belágua;-3,15485;-43,5122;;21;120;98;America/Sao_Paulo
;Belém;-1,4554;-48,4898;1.0;15;427;91;America/Sao_Paulo
;Belém;-6,74261;-35,5166;;25;1939;83;America/Sao_Paulo
;Belém;-9,57047;-36,4904;;27;2715;82;America/Sao_Paulo
;Belém de Maria;-8,62504;-35,8335;;26;2329;81;America/Sao_Paulo
;Belém do Brejo do Cruz;-6,18515;-37,5348;;25;1941;83;America/Sao_Paulo
;Belém do Piauí;-7,36652;-40,9688;;22;276;89;America/Sao_Paulo
;Belém do São Francisco;-8,75046;-38,9623;;26;2331;87;America/Sao_Paulo
;Belford Roxo;-22,764;-43,3992;;33;2909;21;America/Sao_Paulo
;Belmiro Braga;-21,944;-43,4084;;31;4121;32;America/Sao_Paulo
;Belmonte;-26,843;-53,5758;;42;5745;49;America/Sao_Paulo
;Belmonte;-15,8608;-38,8758;;29;3367;73;America/Sao_Paulo
;Belo Campo;-15,0334;-41,2652;;29;3369;77;America/Sao_Paulo
;Belo Horizonte;-19,9102;-43,9266;1.0;31;4123;31;America/Sao_Paulo
;Belo Jardim;-8,3313;-36,4258;;26;2333;81;America/Sao_Paulo
;Belo Monte;-9,82272;-37,277;;27;2717;82;America/Sao_Paulo
;Belo Oriente;-19,2199;-42,4828;;31;4125;31;America/Sao_Paulo
;Belo Vale;-20,4077;-44,0275;;31;4127;31;America/Sao_Paulo
;Belterra;-2,63609;-54,9374;;15;44;93;America/Sao_Paulo
;Beneditinos;-5,45676;-42,3638;;22;1031;86;America/Sao_Paulo
;Benedito Leite;-7,21037;-44,5577;;21;735;99;America/Sao_Paulo
;Benedito Novo;-26,781;-49,3593;;42;8043;47;America/Sao_Paulo
;Benevides;-1,36183;-48,2434;;15;429;91;America/Sao_Paulo
;Benjamin Constant;-4,37768;-70,0342;;13;213;97;America/Rio_Branco
;Benjamin Constant do Sul;-27,5086;-52,5995;;43;958;54;America/Sao_Paulo
BENTO DE ABREU;Bento de Abreu;-21,2686;-50,814;;35;6223;18;America/Sao_Paulo
;Bento Fernandes;-5,69906;-35,813;;24;1631;84;America/Sao_Paulo
;Bento Gonçalves;-29,1662;-51,5165;;43;8541;54;America/Sao_Paulo
;Bequimão;-2,44162;-44,7842;;21;737;98;America/Sao_Paulo
;Berilo;-16,9567;-42,4606;;31;4129;33;America/Sao_Paulo
;Berizal;-15,61;-41,7432;;31;570;38;America/Sao_Paulo
;Bernardino Batista;-6,44572;-38,5521;;25;456;83;America/Sao_Paulo
BERNARDINO DE CAMPOS;Bernardino de Campos;-23,0164;-49,4679;;35;6225;14;America/Sao_Paulo
;Bernardo do Mearim;-4,62666;-44,7608;;21;124;99;America/Sao_Paulo
;Bernardo Sayão;-7,87481;-48,8893;;17;9695;63;America/Sao_Paulo
BERTIOGA;Bertioga;-23,8486;-46,1396;;35;2965;13;America/Sao_Paulo
;Bertolínia;-7,63338;-43,9498;;22;1033;89;America/Sao_Paulo
;Bertópolis;-17,059;-40,58;;31;4131;33;America/Sao_Paulo
;Beruri;-3,89874;-61,3616;;13;295;97;America/Porto_Velho
;Betânia;-8,26787;-38,0345;;26;2335;87;America/Sao_Paulo
;Betânia do Piauí;-8,14376;-40,7989;;22;278;89;America/Sao_Paulo
;Betim;-19,9668;-44,2008;;31;4133;31;America/Sao_Paulo
;Bezerros;-8,2328;-35,796;;26;2337;81;America/Sao_Paulo
;Bias Fortes;-21,602;-43,7574;;31;4135;32;America/Sao_Paulo
;Bicas;-21,7232;-43,056;;31;4137;32;America/Sao_Paulo
;Biguaçu;-27,496;-48,6598;;42;8045;48;America/Sao_Paulo
BILAC;Bilac;-21,404;-50,4746;;35;6227;18;America/Sao_Paulo
;Biquinhas;-18,7754;-45,4974;;31;4139;37;America/Sao_Paulo
BIRIGUI;Birigui;-21,291;-50,3432;;35;6229;18;America/Sao_Paulo
BIRITIBA MIRIM;Biritiba-Mirim;-23,5698;-46,0407;;35;6231;11;America/Sao_Paulo
;Biritinga;-11,6072;-38,8051;;29;3371;75;America/Sao_Paulo
;Bituruna;-26,1607;-51,5518;;41;7455;42;America/Sao_Paulo
;Blumenau;-26,9155;-49,0709;;42;8047;47;America/Sao_Paulo
;Boa Esperança;-24,2467;-52,7876;;41;7457;44;America/Sao_Paulo
;Boa Esperança;-21,0927;-45,5612;;31;4141;35;America/Sao_Paulo
;Boa Esperança;-18,5395;-40,3025;;32;5619;27;America/Sao_Paulo
;Boa Esperança do Iguaçu;-25,6324;-53,2108;;41;5471;46;America/Sao_Paulo
BOA ESPERANCA DO SUL;Boa Esperança do Sul;-21,9918;-48,3906;;35;6233;16;America/Sao_Paulo
;Boa Hora;-4,41404;-42,1357;;22;280;86;America/Sao_Paulo
;Boa Nova;-14,3598;-40,2064;;29;3373;77;America/Sao_Paulo
;Boa Ventura;-7,40982;-38,2113;;25;1943;83;America/Sao_Paulo
;Boa Ventura de São Roque;-24,8688;-51,6276;;41;836;42;America/Sao_Paulo
;Boa Viagem;-5,11258;-39,7337;;23;1347;88;America/Sao_Paulo
;Boa Vista;2,82384;-60,6753;1.0;14;301;95;America/Porto_Velho
;Boa Vista;-7,26365;-36,2357;;25;458;83;America/Sao_Paulo
;Boa Vista da Aparecida;-25,4308;-53,4117;;41;7981;45;America/Sao_Paulo
;Boa Vista das Missões;-27,6671;-53,3102;;43;5981;55;America/Sao_Paulo
;Boa Vista do Buricá;-27,6693;-54,1082;;43;8543;55;America/Sao_Paulo
;Boa Vista do Cadeado;-28,5791;-53,8108;;43;1124;55;America/Sao_Paulo
;Boa Vista do Gurupi;-1,77614;-46,3002;;21;126;98;America/Sao_Paulo
;Boa Vista do Incra;-28,8185;-53,391;;43;1126;55;America/Sao_Paulo
;Boa Vista do Ramos;-2,97409;-57,5873;;13;297;92;America/Porto_Velho
;Boa Vista do Sul;-29,3544;-51,6687;;43;960;54;America/Sao_Paulo
;Boa Vista do Tupim;-12,6498;-40,6064;;29;3375;75;America/Sao_Paulo
;Boca da Mata;-9,64308;-36,2125;;27;2719;82;America/Sao_Paulo
;Boca do Acre;-8,74232;-67,3919;;13;215;97;America/Rio_Branco
;Bocaina;-6,94124;-41,3168;;22;1035;89;America/Sao_Paulo
BOCAINA;Bocaina;-22,1365;-48,523;;35;6235;14;America/Sao_Paulo
;Bocaina de Minas;-22,1697;-44,3972;;31;4143;32;America/Sao_Paulo
;Bocaina do Sul;-27,7455;-49,9423;;42;898;49;America/Sao_Paulo
;Bocaiúva;-17,1135;-43,8104;;31;4145;38;America/Sao_Paulo
;Bocaiúva do Sul;-25,2066;-49,1141;;41;7459;41;America/Sao_Paulo
;Bodó;-5,98027;-36,4167;;24;412;84;America/Sao_Paulo
;Bodocó;-7,77759;-39,9338;;26;2339;87;America/Sao_Paulo
;Bodoquena;-20,537;-56,7127;;50;9801;67;America/Porto_Velho
BOFETE;Bofete;-23,1055;-48,2582;;35;6237;14;America/Sao_Paulo
BOITUVA;Boituva;-23,2855;-47,6786;;35;6239;15;America/Sao_Paulo
;Bom Conselho;-9,16919;-36,6857;;26;2341;87;America/Sao_Paulo
;Bom Despacho;-19,7386;-45,2622;;31;4147;37;America/Sao_Paulo
;Bom Jardim;-22,1545;-42,4251;;33;5809;22;America/Sao_Paulo
;Bom Jardim;-7,79695;-35,5784;;26;2343;81;America/Sao_Paulo
;Bom Jardim;-3,54129;-45,606;;21;955;98;America/Sao_Paulo
;Bom Jardim da Serra;-28,3377;-49,6373;;42;8389;49;America/Sao_Paulo
;Bom Jardim de Goiás;-16,2063;-52,1728;;52;9267;64;America/Sao_Paulo
;Bom Jardim de Minas;-21,9479;-44,1885;;31;4149;32;America/Sao_Paulo
;Bom Jesus;-26,7326;-52,3919;;42;900;49;America/Sao_Paulo
;Bom Jesus;-28,6697;-50,4295;;43;8545;54;America/Sao_Paulo
;Bom Jesus;-9,07124;-44,359;;22;1037;89;America/Sao_Paulo
;Bom Jesus;-5,98648;-35,5792;;24;1633;84;America/Sao_Paulo
;Bom Jesus;-6,81601;-38,6453;;25;1945;83;America/Sao_Paulo
;Bom Jesus da Lapa;-13,2506;-43,4108;;29;3377;77;America/Sao_Paulo
;Bom Jesus da Penha;-21,0148;-46,5174;;31;4151;35;America/Sao_Paulo
;Bom Jesus da Serra;-14,3663;-40,5126;;29;3263;77;America/Sao_Paulo
;Bom Jesus das Selvas;-4,47638;-46,8641;;21;128;98;America/Sao_Paulo
;Bom Jesus de Goiás;-18,2173;-49,74;;52;9269;64;America/Sao_Paulo
;Bom Jesus do Amparo;-19,7054;-43,4782;;31;4153;31;America/Sao_Paulo
;Bom Jesus do Araguaia;-12,1706;-51,5032;;51;1078;66;America/Porto_Velho
;Bom Jesus do Galho;-19,836;-42,3165;;31;4155;33;America/Sao_Paulo
