municipio;clinica_estadual;consultorio_estadual;diagnose_terapia_estadual;hospital_estadual;outros_estadual;pronto_atendimento_estadual;saude_mental_estadual;ubs_estadual;unidade_movel_estadual;vigilancia_estadual;clinica_federal;consultorio_federal;diagnose_terapia_federal;hospital_federal;outros_federal;pronto_atendimento_federal;saude_mental_federal;ubs_federal;unidade_movel_federal;vigilancia_federal;clinica_municipal;consultorio_municipal;diagnose_terapia_municipal;hospital_municipal;outros_municipal;pronto_atendimento_municipal;saude_mental_municipal;ubs_municipal;unidade_movel_municipal;vigilancia_municipal;clinica_particular;consultorio_particular;diagnose_terapia_particular;hospital_particular;outros_particular;pronto_atendimento_particular;saude_mental_particular;ubs_particular;unidade_movel_particular;vigilancia_particular;clinica_total;consultorio_total;diagnose_terapia_total;hospital_total;outros_total;pronto_atendimento_total;saude_mental_total;ubs_total;unidade_movel_total;vigilancia_total
FRANCO DA ROCHA;1.0;1.0;0.0;2.0;2.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;1.0;0.0;7.0;1.0;3.0;16.0;0.0;1.0;9.0;53.0;10.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;57.0;11.0;3.0;10.0;1.0;3.0;23.0;0.0;2.0
GABRIEL MONTEIRO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0
GALIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;2.0;0.0;0.0;4.0;0.0;0.0
GARCA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;1.0;2.0;13.0;1.0;1.0;4.0;45.0;8.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;8.0;45.0;8.0;3.0;5.0;1.0;2.0;13.0;1.0;1.0
GASTAO VIDIGAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
GAVIAO PEIXOTO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0
GENERAL SALGADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;5.0;0.0;0.0;2.0;8.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;8.0;4.0;1.0;2.0;1.0;0.0;5.0;0.0;0.0
GETULINA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;1.0;1.0;0.0;0.0;6.0;0.0;0.0
GLICERIO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0
GUAICARA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;1.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0
GUAIMBE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0
GUAIRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;0.0;1.0;7.0;1.0;0.0;10.0;68.0;5.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;12.0;68.0;6.0;1.0;5.0;0.0;1.0;7.0;1.0;0.0
GUAPIACU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;9.0;0.0;0.0;2.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.0;1.0;0.0;2.0;1.0;1.0;9.0;0.0;0.0
GUAPIARA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;4.0;0.0;1.0;7.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;1.0;4.0;0.0;1.0;7.0;1.0;0.0
GUARA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;1.0;1.0;7.0;0.0;1.0;2.0;41.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;41.0;3.0;1.0;4.0;1.0;1.0;7.0;0.0;1.0
GUARACAI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;1.0;1.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;1.0
GUARACI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;0.0;7.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;3.0;0.0;3.0;1.0;0.0;3.0;1.0;0.0
GUARANI DOESTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
GUARANTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0
GUARARAPES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;4.0;0.0;1.0;4.0;48.0;9.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;58.0;9.0;1.0;4.0;0.0;1.0;4.0;0.0;1.0
GUARAREMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;1.0;4.0;7.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;7.0;2.0;1.0;3.0;0.0;1.0;3.0;1.0;1.0
GUARATINGUETA;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;4.0;1.0;2.0;18.0;4.0;0.0;37.0;306.0;21.0;5.0;22.0;0.0;0.0;0.0;1.0;0.0;41.0;308.0;22.0;6.0;27.0;1.0;2.0;18.0;5.0;1.0
GUAREI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;5.0;1.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;3.0;1.0;1.0;7.0;1.0;0.0
GUARIBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;2.0;0.0;1.0;6.0;1.0;0.0;10.0;33.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;33.0;3.0;1.0;2.0;0.0;1.0;7.0;1.0;0.0
GUARUJA;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;1.0;1.0;7.0;5.0;4.0;23.0;13.0;2.0;72.0;235.0;47.0;5.0;23.0;2.0;0.0;1.0;1.0;0.0;83.0;235.0;48.0;7.0;30.0;7.0;4.0;24.0;14.0;2.0
GUARULHOS;3.0;0.0;0.0;2.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;2.0;3.0;11.0;9.0;8.0;69.0;23.0;3.0;305.0;412.0;67.0;13.0;44.0;1.0;0.0;2.0;2.0;0.0;326.0;412.0;69.0;18.0;56.0;10.0;8.0;75.0;25.0;3.0
GUATAPARA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;1.0;0.0;4.0;1.0;0.0
GUZOLANDIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0
HERCULANDIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;4.0;0.0;1.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;2.0;1.0;1.0;4.0;0.0;1.0
HOLAMBRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;4.0;0.0;0.0;3.0;27.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;27.0;1.0;0.0;3.0;0.0;1.0;4.0;0.0;0.0
HORTOLANDIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;4.0;3.0;3.0;17.0;11.0;1.0;50.0;109.0;23.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;57.0;109.0;23.0;2.0;9.0;3.0;3.0;21.0;11.0;1.0
IACANGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;4.0;1.0;0.0;2.0;9.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;0.0;1.0;3.0;0.0;1.0;4.0;1.0;0.0
IACRI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0
IARAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;6.0;0.0;0.0
IBATE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;9.0;0.0;1.0;3.0;36.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;36.0;5.0;1.0;2.0;0.0;0.0;10.0;0.0;1.0
IBIRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;10.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;6.0;1.0;1.0;0.0;0.0;3.0;1.0;0.0
IBIRAREMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0
IBITINGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;2.0;1.0;13.0;1.0;3.0;15.0;129.0;12.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;18.0;129.0;12.0;2.0;7.0;2.0;1.0;13.0;1.0;3.0
IBIUNA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;16.0;1.0;1.0;8.0;19.0;2.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;11.0;19.0;2.0;3.0;5.0;0.0;2.0;16.0;1.0;1.0
ICEM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;5.0;1.0;0.0;5.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;6.0;3.0;0.0;2.0;0.0;0.0;6.0;1.0;0.0
IEPE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;4.0;0.0;1.0;1.0;6.0;2.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;2.0;1.0;9.0;0.0;0.0;4.0;0.0;1.0
IGARACU DO TIETE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;4.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;9.0;0.0;0.0;1.0;1.0;1.0;4.0;0.0;0.0
IGARAPAVA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;5.0;0.0;1.0;8.0;0.0;0.0;5.0;51.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;51.0;4.0;1.0;5.0;0.0;1.0;8.0;0.0;0.0
IGARATA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;4.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;3.0;0.0;0.0;4.0;1.0;0.0
IGUAPE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;9.0;0.0;1.0;5.0;8.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;8.0;3.0;0.0;2.0;1.0;1.0;9.0;0.0;1.0
ILHA COMPRIDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;7.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;7.0;0.0;0.0
ILHA SOLTEIRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;0.0;1.0;7.0;0.0;0.0;16.0;94.0;8.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;20.0;94.0;8.0;1.0;3.0;0.0;1.0;8.0;0.0;0.0
ILHABELA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;8.0;0.0;1.0;12.0;2.0;2.0;4.0;8.0;4.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;8.0;8.0;4.0;1.0;11.0;0.0;1.0;13.0;2.0;2.0
INDAIATUBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;1.0;1.0;5.0;1.0;3.0;17.0;1.0;1.0;69.0;272.0;31.0;5.0;29.0;1.0;0.0;0.0;3.0;0.0;76.0;273.0;32.0;6.0;34.0;2.0;3.0;17.0;4.0;1.0
INDIANA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0
INDIAPORA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0
INUBIA PAULISTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
IPAUSSU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;1.0;7.0;3.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;3.0;1.0;4.0;0.0;1.0;3.0;1.0;0.0
IPERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;2.0;1.0;5.0;1.0;0.0;1.0;14.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;14.0;2.0;0.0;4.0;2.0;1.0;6.0;1.0;0.0
IPEUNA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;1.0;1.0
IPIGUA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
IPORANGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0
IPUA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;7.0;0.0;0.0;0.0;51.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;51.0;3.0;1.0;1.0;1.0;1.0;7.0;0.0;0.0
IRACEMAPOLIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;1.0;4.0;0.0;0.0;3.0;12.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;12.0;6.0;0.0;2.0;1.0;1.0;4.0;0.0;0.0
IRAPUA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0
IRAPURU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0;0.0;1.0
ITABERA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;5.0;0.0;1.0;9.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;1.0;5.0;0.0;1.0;9.0;0.0;0.0
ITAI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;1.0;5.0;1.0;1.0;2.0;3.0;6.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;3.0;6.0;1.0;5.0;0.0;1.0;6.0;1.0;1.0
ITAJOBI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;5.0;0.0;0.0;3.0;15.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;15.0;4.0;1.0;3.0;1.0;1.0;5.0;0.0;0.0
ITAJU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
