instituicao;municipio;uf;populacao;coluna;conta;identificador da conta;receita_anual
Prefeitura Municipal de Altinï¿½polis - SP;ALTINOPOLIS;SP;16221;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;110758436.62
Prefeitura Municipal de ï¿½lvaro de Carvalho - SP;ALVARO DE CARVALHO;SP;5320;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;34876537.62
Prefeitura Municipal de Campina do Monte Alegre - SP;CAMPINA DO MONTE ALEGRE;SP;6088;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39264947.0
Prefeitura Municipal de Olï¿½mpia - SP;OLIMPIA;SP;55477;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;393123405.89
Prefeitura Municipal de Serrana - SP;SERRANA;SP;46166;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;237538075.38
Prefeitura Municipal de Lupï¿½rcio - SP;LUPERCIO;SP;4608;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31267186.21
Prefeitura Municipal de Mesï¿½polis - SP;MESOPOLIS;SP;1903;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;26571168.38
Prefeitura Municipal de Guarani d'Oeste - SP;GUARANI D'OESTE;SP;1996;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;26517488.22
Prefeitura Municipal de Sï¿½o Josï¿½ do Rio Pardo - SP;SAO JOSE DO RIO PARDO;SP;55298;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;297102441.24
Prefeitura Municipal de Juquitiba - SP;JUQUITIBA;SP;31844;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;141324028.5
Prefeitura Municipal de Tremembï¿½ - SP;TREMEMBE;SP;48228;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;222877054.93
Prefeitura Municipal de Maracaï¿½ - SP;MARACAI;SP;14069;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;93236570.46
Prefeitura Municipal de Brotas - SP;BROTAS;SP;24862;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;170597226.57
Prefeitura Municipal de Guarï¿½ - SP;GUARA;SP;21394;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;116371599.99
Prefeitura Municipal de Itaporanga - SP;ITAPORANGA;SP;15197;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;75887846.66
Prefeitura Municipal de Torre de Pedra - SP;TORRE DE PEDRA;SP;2432;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;25634911.82
Prefeitura Municipal de Rancharia - SP;RANCHARIA;SP;29743;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;169994509.33
Prefeitura Municipal de Nova Luzitï¿½nia - SP;NOVA LUZITANIA;SP;4217;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32755567.28
Prefeitura Municipal de Campos do Jordï¿½o - SP;CAMPOS DO JORDAO;SP;52713;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;333121885.67
Prefeitura Municipal de Pardinho - SP;PARDINHO;SP;6579;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;57395003.17
Prefeitura Municipal de Macaubal - SP;MACAUBAL;SP;8174;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;49090294.7
Prefeitura Municipal de Cristais Paulista - SP;CRISTAIS PAULISTA;SP;8803;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;50613021.73
Prefeitura Municipal de Gastï¿½o Vidigal - SP;GASTAO VIDIGAL;SP;4911;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;34174558.3
Prefeitura Municipal de Itapura - SP;ITAPURA;SP;4994;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;46528402.54
Prefeitura Municipal de Cachoeira Paulista - SP;CACHOEIRA PAULISTA;SP;33827;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;128673823.13
Prefeitura Municipal de Brejo Alegre - SP;BREJO ALEGRE;SP;2911;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32386700.66
Prefeitura Municipal de Taguaï¿½ - SP;TAGUAI;SP;14415;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;71895701.66
Prefeitura Municipal de Catiguï¿½ - SP;CATIGUA;SP;7905;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39502050.36
Prefeitura Municipal de Nova Castilho - SP;NOVA CASTILHO;SP;1290;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;28908916.74
Prefeitura Municipal de Turiï¿½ba - SP;TURIUBA;SP;2024;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31923748.38
Prefeitura Municipal de Santo Anastï¿½cio - SP;SANTO ANASTACIO;SP;20855;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;86033070.33
Prefeitura Municipal de Jaï¿½ - SP;JAU;SP;153463;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;624674947.45
Prefeitura Municipal de Ocauï¿½u - SP;OCAUCU;SP;4294;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37256114.78
Prefeitura Municipal de Ribeira - SP;RIBEIRA;SP;3320;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32714646.19
Prefeitura Municipal de Barï¿½o de Antonina - SP;BARAO DE ANTONINA;SP;3525;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;34552852.07
Prefeitura Municipal de Gï¿½lia - SP;GALIA;SP;6419;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;42840056.8
Prefeitura Municipal de Cafelï¿½ndia - SP;CAFELANDIA;SP;17917;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;107562396.02
Prefeitura Municipal de Batatais - SP;BATATAIS;SP;63438;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;290644356.09
Prefeitura Municipal de Luï¿½s Antï¿½nio - SP;LUIS ANTONIO;SP;15628;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;126178670.04
Prefeitura Municipal de Guarantï¿½ - SP;GUARANTA;SP;6685;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;45554291.56
Prefeitura Municipal de Taquaral - SP;TAQUARAL;SP;2815;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;30735733.83
Prefeitura Municipal de Ouroeste - SP;OUROESTE;SP;10712;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;119634216.47
Prefeitura Municipal de Guaimbï¿½ - SP;GUAIMBE;SP;5806;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;45048919.46
Prefeitura Municipal de Terra Roxa - SP;TERRA ROXA;SP;9502;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;47613683.34
Prefeitura Municipal de Sï¿½o Josï¿½ da Bela Vista - SP;SAO JOSE DA BELA VISTA;SP;8991;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;42077193.04
Prefeitura Municipal de Igarapava - SP;IGARAPAVA;SP;30791;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;179784584.27
Prefeitura Municipal de Dobrada - SP;DOBRADA;SP;9088;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39921959.38
Prefeitura Municipal de Salesï¿½polis - SP;SALESOPOLIS;SP;17363;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;87839510.8
Prefeitura Municipal de Buritama - SP;BURITAMA;SP;17414;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;122228053.37
Prefeitura Municipal de Ribeirï¿½o dos ï¿½ndios - SP;RIBEIRAO DOS INDIOS;SP;2222;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;27138054.84
Prefeitura Municipal de Estrela do Norte - SP;ESTRELA DO NORTE;SP;2774;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31298528.06
Prefeitura Municipal de Monte Alto - SP;MONTE ALTO;SP;51039;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;245794859.61
Prefeitura Municipal de Oscar Bressane - SP;OSCAR BRESSANE;SP;2603;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;14432190.43
Prefeitura Municipal de Brodowski - SP;BRODOWSKI;SP;25605;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;155532101.21
Prefeitura Municipal de Santa Salete - SP;SANTA SALETE;SP;1558;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;24998079.11
Prefeitura Municipal de Canas - SP;CANAS;SP;5268;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36612147.6
Prefeitura Municipal de Cajuru - SP;CAJURU;SP;26613;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;118783518.18
Prefeitura Municipal de Itaï¿½ca - SP;ITAOCA;SP;3332;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1361518.11
Prefeitura Municipal de Dourado - SP;DOURADO;SP;8883;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;60903634.5
Prefeitura Municipal de Franca - SP;FRANCA;SP;358539;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1186686999.48
Prefeitura Municipal de Presidente Epitï¿½cio - SP;PRESIDENTE EPITACIO;SP;44572;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;177739260.44
Prefeitura Municipal de Restinga - SP;RESTINGA;SP;7762;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;47477925.37
Prefeitura Municipal de Uru - SP;URU;SP;1142;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;25639548.85
Prefeitura Municipal de Caconde - SP;CACONDE;SP;19031;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;88990955.81
Prefeitura Municipal de Aparecida - SP;APARECIDA;SP;36211;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;192157021.86
Prefeitura Municipal de Sï¿½o Joï¿½o das Duas Pontes - SP;SAO JOAO DAS DUAS PONTES;SP;2555;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;29913692.19
Prefeitura Municipal de Lourdes - SP;LOURDES;SP;2311;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;27744251.99
Prefeitura Municipal de Paranapuï¿½ - SP;PARANAPUA;SP;4112;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32574247.66
Prefeitura Municipal de Chavantes - SP;CHAVANTES;SP;12418;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;60422585.6
Prefeitura Municipal de Nazarï¿½ Paulista - SP;NAZARE PAULISTA;SP;18866;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;97298407.13
Prefeitura Municipal de Sï¿½o Roque - SP;SAO ROQUE;SP;93076;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;430499124.72
Prefeitura Municipal de Paraibuna - SP;PARAIBUNA;SP;18302;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;120493308.16
Prefeitura Municipal de Santa Maria da Serra - SP;SANTA MARIA DA SERRA;SP;6298;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;40180667.4
